"CountryName","Year","PartialCollaborative","DefExp","pDefExpGDP","pDefExpGov","pcapDefExp","DefPers","DefCon","DefInv","DefProc","DefRnD","DefRnT","DefOnM","DefOth","CollabProc","EurCollabProc","CollabRnT","EurCollabRnT","dYear","OBS_VALUE","EUregion","NATOregion"
"EDA-27",2006,TRUE,201272838215.12,16768.13820536,37154.5061955823,413368354.407462,108956509559.523,5817472527.03882,38969368353.4613,29184060104.1636,9785308249.29774,2660941354.57971,42906522507.0995,4622965267.99691,6665846551.8115,6082134277.694,384626679.798498,254144639.625573,2006-07-01,NA,NA,NA
"EDA-27",2007,TRUE,204331729681.212,16063.5008643036,36069.156293608,417931935.904989,106019127828.425,6169989077.50391,41903632654.0545,32244478267.3409,9659154386.71363,2541518296.21976,46124286442.7009,4114693678.5276,6845579095.26356,6107173646.71207,377790159.392555,332753896.9,2007-07-01,NA,NA,NA
"EDA-27",2008,TRUE,201399272923.078,15756.3982781263,34146.7700791957,410310293.335184,107213536490.78,5779921903.19324,42001015557.9697,33253993792.2066,8747021765.76313,2487126385.91016,43250081919.6869,3154717051.44778,8072172689,7068443520,452070149.132837,412200890.732837,2008-07-01,NA,NA,NA
"EDA-27",2009,TRUE,196150012300.3,16292.2863649934,32622.3283809969,398171016.42062,100488520837.993,5389472229.69011,40883307696.9413,32488124513.3721,8395183183.56922,2258152619.85128,44094031091.9412,5294680443.73434,8233375718.33222,7143733711.44333,322204414.555555,290038539.555555,2009-07-01,NA,NA,NA
"EDA-27",2010,TRUE,195810361882.508,15615.2804166163,31371.9845812369,396499748.328134,100851488623.25,5426298753.29606,42852997305.578,34296905685.9311,8556091619.64682,2079153573.23402,43665905545.3195,3013671655.065,7694093450.86,7285799062.86,262465129.44,244382009,2010-07-01,NA,NA,NA
"EDA-27",2011,TRUE,193531568952.927,14992.8300722369,30957.5396931654,391014242.987827,102431978541.747,4911629316.4032,38334727727.5195,30566489235.0575,7768238492.46199,2188184347.67532,44706427068.3524,3146806298.90427,7912338086,7337710319,308191854.654456,259627854.654456,2011-07-01,NA,NA,NA
"EDA-27",2012,TRUE,192287085849.127,14606.1170683818,29945.8785954888,387569252.622828,99855249399.8032,4490920222.3064,38970833224.2283,31504630707.4662,7466202516.76201,2123640308.06679,44888676413.152,4081406589.6371,5999086554.41333,5732450649.98874,206750120.876195,139781120.876195,2012-07-01,NA,NA,NA
"EDA-27",2013,TRUE,190433828865.615,14298.4442914337,29479.9014260115,379785807.47577,95881531043.4949,4391415779.94897,37551337389.8476,29972572305.3089,7578765084.53869,2236313086.16234,46756046225.7644,5853498426.55894,4754736258.30115,4496419579.43235,203297349.309352,167793349.309352,2013-07-01,NA,NA,NA
"EDA-27",2014,TRUE,194781795571.703,14136.2594472089,29560.1571077519,387554747.615709,99801226719.7497,4569418938.16465,34687250007.0362,25896365133.2432,8790884873.79309,2099510914.39189,52205452130.6109,3518447776.14129,5727148852.18537,5141111564.77573,184673026.759071,172323026.759071,2014-07-01,NA,NA,NA
"EDA-27",2015,TRUE,204279673686.378,14062.6561327514,30010.0346009843,405307186.82411,102277523460.53,4871078562.31296,37630157576.476,28418828570.9777,9211329005.49828,NA,NA,NA,6271610666.73702,5251088408.51029,NA,NA,2015-07-01,NA,NA,NA
"EDA-27",2016,TRUE,205562255826.943,14049.2266408968,30428.5168055424,406611498.107472,102494593408.449,5020829551.48083,38162399183.573,30941280809.2228,7221118374.35019,NA,NA,NA,7265332734.98647,6274121759.94489,NA,NA,2016-07-01,NA,NA,NA
"Estonia",2005,FALSE,164125113.443176,14572.9658633828,42887.2229332295,120777918.495236,NA,31182493.3212327,20097416.1798729,19577416.1798729,520000,520000,64550600.0010226,48294603.9410477,0,0,40000,0,2005-07-01,0.63492,"Baltics","Other Central and Eastern"
"Estonia",2006,FALSE,188277223.166694,13924.0690095184,41483.5462844698,139392332.247497,49843767.9751512,29900745.2098219,41585910.0379635,40523525.8778265,1062384.16013703,0,63920660.0795061,3026139.86425169,0,0,0,0,2006-07-01,0.69193,"Baltics","Other Central and Eastern"
"Estonia",2007,FALSE,251721819.756369,15494.0060417304,45451.9193522027,187446436.634425,65200011.5040967,40227749.1595618,45178000,44100000,1078000,826000,59462260.1715389,41653798.9211714,0,0,176000,176000,2007-07-01,0.77744,"Baltics","Other Central and Eastern"
"Estonia",2008,FALSE,293650697.276086,17778.4038933847,44726.3265975304,219404286.667727,87896060.4859842,49089904.5159971,66550745.8489384,64699941.2012834,1850804.64765508,1619000,63591700,26522286.4251659,0,0,176000,176000,2008-07-01,0.83032,"Baltics","Other Central and Eastern"
"Estonia",2009,FALSE,256022668,18098.7700995203,39300.4325734899,191676774.724863,81601479.3,25354923.6,67838189.3,67522486.3,315703,304506,65793634.3,15434441.4999999,2386343,2386343,177000,177000,2009-07-01,0.82709,"Baltics","Other Central and Eastern"
"Estonia",2010,FALSE,248863804.276968,16910.4948161671,41740.9644717411,186652519.520714,75401528.2553398,31730187.1333069,58169854.6009996,57432434.0751345,737420.525865044,673100,71593627.6890826,11968606.5982386,3710000,3710000,0,0,2010-07-01,0.84217,"Baltics","Other Central and Eastern"
"Estonia",2011,FALSE,279945739,16795.7735442891,44877.4830073742,210533006.693239,79821872.6310344,36147685,64383602,64174947,208655,0,87026831.6446768,12565747.7242888,199860,199860,0,0,2011-07-01,0.88826,"Baltics","Other Central and Eastern"
"Estonia",2012,FALSE,339877430,18950.6280774513,48217.0877725603,256472555.086025,85958933,39243541,100605438,99507092,1098346,0,100974123,13095395,0,0,0,0,2012-07-01,0.92444,"Baltics","Other Central and Eastern"
"Estonia",2013,FALSE,361365000,19087.2414732932,49638.7313012541,273719890.925617,89652725,44146025,103143448,102681198,462250,0,92611639,31811163,0,0,0,0,2013-07-01,0.9617,"Baltics","Other Central and Eastern"
"Estonia",2014,FALSE,386444116,19550.6552060831,50867.3198983823,293695178.598571,149238000,31692000,87075000,85595000,1480000,1480000,103383000,15056116,73202,73202,180000,180000,2014-07-01,0.98974,"Baltics","Other Central and Eastern"
"Estonia",2015,FALSE,417640000,20525.1699209247,51023.7990519474,318008071.270844,165200000,35300000,55229000,53529000,1700000,1700000,1.57e+08,4910999.99999994,1500000,1500000,244000,244000,2015-07-01,1,"Baltics","Other Central and Eastern"
"Estonia",2016,FALSE,449516353,21305.8192393791,52446.8087365388,341603733.56638,173945051,54600269,81593318,80268547,1324771,1324771,133452727,5924987.99999999,3e+06,3e+06,244000,244000,2016-07-01,1.02187,"Baltics","Other Central and Eastern"
"Estonia",2017,TRUE,479238000,20107.6546943581,51247.7276129777,364273335.360292,NA,NA,94813000,92116000,2697000,537000,NA,NA,NA,0,NA,0,2017-07-01,1.05856,"Baltics","Other Central and Eastern"
"Estonia",2018,TRUE,513905000,19905.1580157473,50460.5127500172,389578737.501232,NA,NA,88752000,85974000,2778000,584000,NA,NA,NA,0,584000,584000,2018-07-01,1.10977,"Baltics","Other Central and Eastern"
"Estonia",2019,TRUE,556242000,20057.557453784,50863.3869787857,419862320.919068,NA,NA,80989000,77914000,3075000,418000,NA,NA,20500000,20500000,418000,418000,2019-07-01,1.14536,"Baltics","Other Central and Eastern"
"Estonia",2020,TRUE,615240000,22927.1848350557,49966.2960586692,462941504.010595,NA,NA,156480000,152050000,4430000,1350000,NA,NA,3750000,3750000,7e+05,7e+05,2020-07-01,1.13928,"Baltics","Other Central and Eastern"
"Estonia",2021,TRUE,646810000,21096.1546427294,49828.9755481257,486520843.049057,NA,NA,185390000,180320000,5070000,1400000,NA,NA,15300000,15300000,7e+05,7e+05,2021-07-01,1.2076,"Baltics","Other Central and Eastern"
"Estonia",2022,NA,779.5,0.0215441950348024,0.0541311433035235,585.298092806728,NA,NA,229.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.40762,"Baltics","Other Central and Eastern"
"Finland",2005,FALSE,2209770000,13442.4863279943,27280.4375200612,421221478.812832,NA,199500000,579360000,538800000,40560000,3.2e+07,8.1e+08,620910000,23300000,23300000,2290000,2290000,2005-07-01,0.81894,"Nordics","Nordics"
"Finland",2006,FALSE,2281070000,13214.8609035188,27337.1923012392,433144712.606574,847965100,198895000,648300000,617600000,30700000,2e+07,525843000,60066900.0000003,0,0,9e+05,9e+05,2006-07-01,0.82648,"Nordics","Nordics"
"Finland",2007,FALSE,2.592e+09,13891.8663979762,29686.3010090136,490101537.239775,1183703427,100049000,627593000,583593000,4.4e+07,14200000,4.92e+08,188654573,34900000,34900000,1320000,1320000,2007-07-01,0.84924,"Nordics","Nordics"
"Finland",2008,FALSE,2462876000,12714.1773053673,26345.7099151717,463521662.212519,816198000,121874000,683009000,655409000,27600000,25500000,483311000,358484000,32800000,32800000,4100000,4100000,2008-07-01,0.87503,"Nordics","Nordics"
"Finland",2009,FALSE,2685789000,14836.236183153,27094.1509966911,503060368.240649,849986000,109326000,780196000,736076000,44120000,12500000,619040000,327241000,32800000,32800000,3270000,3270000,2009-07-01,0.89055,"Nordics","Nordics"
"Finland",2010,FALSE,2707400000,14470.3367183324,26427.581359936,504791736.585002,788800000,2.21e+08,736368000,698100000,38268000,16898000,720276000,240956000,29800000,29800000,3270000,3270000,2010-07-01,0.89343,"Nordics","Nordics"
"Finland",2011,FALSE,2.654e+09,13481.0457715537,24788.4482468758,492548670.26706,8.86e+08,1.2e+08,4.75e+08,4.57e+08,1.8e+07,6e+06,7.05e+08,4.68e+08,0,0,4410000,4290000,2011-07-01,0.91687,"Nordics","Nordics"
"Finland",2012,FALSE,2856942000,14299.5099928426,25442.3061509827,527695234.577023,8.69e+08,1.32e+08,6.6e+08,6.23e+08,3.7e+07,2.9e+07,7.5e+08,445942000,0,0,3e+06,2880000,2012-07-01,0.94414,"Nordics","Nordics"
"Finland",2013,FALSE,2862365000,14076.8818420561,24480.9787721729,526266776.981063,881524000,134959000,621165980,587636980,33529000,25607020,761072000,463644020,0,0,2311781,2191781,2013-07-01,0.96829,"Nordics","Nordics"
"Finland",2014,FALSE,2713740000,13207.218431529,22728.3310580491,496794508.009153,901860000,142340000,468428000,433350000,35078000,24714000,832740000,368371999.999999,0,0,1254120,1254120,2014-07-01,0.98409,"Nordics","Nordics"
"Finland",2015,FALSE,3183460000,15187.9735119559,26582.2192904082,580870358.543928,854527000,146928000,534120000,477470000,56650000,56650000,866720000,781165000,0,0,985869,985869,2015-07-01,1,"Nordics","Nordics"
"Finland",2016,FALSE,3208010000,14867.522813327,26555.275030007,583773406.36544,836178000,155404000,614470000,556290000,58180000,58180000,883293485,718664515,0,0,507000,507000,2016-07-01,1.00087,"Nordics","Nordics"
"Finland",2017,FALSE,3184533000,14072.1119217326,26237.1410916581,578144039.795214,NA,NA,567650000,527070000,40580000,9349000,NA,NA,NA,NA,740000,740000,2017-07-01,1.00907,"Nordics","Nordics"
"Finland",2018,FALSE,3312562000,14188.5054911166,26608.8472259039,600515209.74584,NA,NA,621860000,576680000,45180000,14034000,NA,NA,NA,NA,870000,870000,2018-07-01,1.02927,"Nordics","Nordics"
"Finland",2019,FALSE,3673169000,15314.3146607074,28739.5175613611,665236344.537815,NA,NA,866220000,818220000,4.8e+07,33600000,NA,NA,NA,NA,620000,620000,2019-07-01,1.04468,"Nordics","Nordics"
"Finland",2020,FALSE,3.518e+09,14781.8231475451,25883.634009241,636085848.084329,NA,NA,654300000,606300000,4.8e+07,33600000,NA,NA,NA,NA,9e+05,9e+05,2020-07-01,1.06175,"Nordics","Nordics"
"Finland",2021,FALSE,5.124e+09,20258.2491875351,36873.3898475842,924192413.83042,NA,NA,2029700000,1.983e+09,46700000,32700000,NA,NA,9e+06,9e+06,550000,550000,2021-07-01,1.08471,"Nordics","Nordics"
"Finland",2022,NA,5163,0.0193603545836005,0.0363233669485938,929.198761788208,NA,NA,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.13078,"Nordics","Nordics"
"France",2005,FALSE,4.2532e+10,24002.5553364658,45192.8175169452,673688879.033152,NA,2.001e+09,9.073e+09,5.618e+09,3.455e+09,6.95e+08,7.389e+09,2.4069e+10,1.193e+09,1.193e+09,8.9e+07,8.1e+07,2005-07-01,0.88066,"France","France"
"France",2006,FALSE,4.3457e+10,23448.860849516,44469.8907004849,683565608.582125,2.3976e+10,1.636e+09,1.0098e+10,6.321e+09,3.777e+09,761836000,7.747e+09,0,1.639e+09,1.639e+09,118280439.870225,1.1e+08,2006-07-01,0.89965,"France","France"
"France",2007,FALSE,4.4273e+10,22754.629510657,43384.230650886,692122500.664405,2.4405e+10,1.782e+09,9.679e+09,6.448e+09,3.231e+09,8.14e+08,8.407e+09,0,1.184e+09,1.179e+09,1.33e+08,1.3e+08,2007-07-01,0.92265,"France","France"
"France",2008,FALSE,4.5363e+10,22728.6619735952,42720.1197892387,705226665.008395,2.5499e+10,1.68e+09,9.539e+09,6.258e+09,3.281e+09,8.35e+08,8.645e+09,0,1.802e+09,1.802e+09,1.53e+08,1.5e+08,2008-07-01,0.94449,"France","France"
"France",2009,FALSE,3.9191e+10,20211.7877254299,35412.4555774324,606155749.748666,1.8877e+10,8.49e+08,1.0575e+10,6.871e+09,3.704e+09,9.04e+08,8.89e+09,0,2.195e+09,2.195e+09,1.48e+08,1.4e+08,2009-07-01,0.94512,"France","France"
"France",2010,FALSE,3.9237e+10,19633.411576092,34571.3842651169,603887708.929726,1.869e+10,1.229e+09,1.1852e+10,8.272e+09,3.58e+09,8.2e+08,7.466e+09,0,1.847e+09,1.847e+09,1.43e+08,1.35e+08,2010-07-01,0.95523,"France","France"
"France",2011,FALSE,3.845e+10,18671.5382628137,33184.5995840058,588874934.909793,1.8973e+10,1.03e+09,1.0834e+10,7.534e+09,3.3e+09,800500000,7.613e+09,0,1.315e+09,1.315e+09,1.45e+08,1.32e+08,2011-07-01,0.96428,"France","France"
"France",2012,FALSE,3.9105e+10,18738.0596081611,32782.5836917859,595976529.756915,1.9207e+10,1.337e+09,1.1956e+10,8.456e+09,3.5e+09,780500000,6.605e+09,0,1.364e+09,1.364e+09,131600000,71800000,2012-07-01,0.97548,"France","France"
"France",2013,FALSE,3.9391e+10,18622.3322378001,32510.9914734063,597258653.889891,1.9387e+10,8.2e+08,1.2096e+10,8.816e+09,3.28e+09,896700000,7.088e+09,0,1.135e+09,1.135e+09,1.42e+08,1.11e+08,2013-07-01,0.98307,"France","France"
"France",2014,FALSE,3.9198e+10,18251.9257462601,31869.3809056895,591310906.622417,1.9022e+10,9.14e+08,9.697e+09,6.134e+09,3.563e+09,867200000,9.565e+09,0,2.032e+09,2.032e+09,1.3e+08,1.23e+08,2014-07-01,0.98875,"France","France"
"France",2015,FALSE,39198880406.02,17864.4208531234,31392.8579256577,588660165.280372,18732820000,1096955616,9814437000,6175437000,3.639e+09,533910000,9.555e+09,0,1.561e+09,1.561e+09,1.17e+08,1.14e+08,2015-07-01,1,"France","France"
"France",2016,FALSE,39950377000,17924.1543984204,31686.9572321327,597540713.15325,19151708000,1078345000,9764396000,7570386000,2194010000,496630000,9955928000,0,1.8e+09,1.8e+09,1.02e+08,1e+08,2016-07-01,1.00523,"France","France"
"France",2017,TRUE,40852040000,17783.0807550968,31472.5570695697,608678109.541689,NA,NA,9873040000,7061500000,2811540000,581070000,NA,NA,1.69e+09,1.69e+09,1.12e+08,1.11e+08,2017-07-01,1.01047,"France","France"
"France",2018,TRUE,4.2748e+10,18088.2204843554,32506.7240738192,634309201.252356,NA,NA,10115530000,5439140000,4676390000,590320000,NA,NA,1.811e+09,1.811e+09,1.12e+08,1.11e+08,2018-07-01,1.02049,"France","France"
"France",2019,TRUE,44361200000,18198.4587520281,32877.8047469938,655997870.578493,NA,NA,10845710000,5988850000,4856860000,620720000,NA,NA,1.74e+09,1.74e+09,1.14e+08,1.14e+08,2019-07-01,1.03354,"France","France"
"France",2020,TRUE,4.6e+10,19975.1613211398,32426.2901081487,678336012.269034,NA,NA,1.22e+10,6.6e+09,5.6e+09,940800000,NA,NA,1.7e+09,1.7e+09,9.9e+07,9.9e+07,2020-07-01,1.06232,"France","France"
"France",2021,TRUE,4.79e+10,19286.3953203716,32458.2701165042,704380689.087246,NA,NA,1.33e+10,6.8e+09,6.5e+09,1.04e+09,NA,NA,2.2e+09,2.2e+09,181900000,181900000,2021-07-01,1.07649,"France","France"
"France",2022,NA,49700,0.0188064311183242,0.0322580293624773,725.653380055483,NA,NA,14200,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.10912,"France","France"
"Germany",2005,FALSE,3.06e+10,13299.3750162983,28786.4805140927,376212547.794976,NA,1.122e+09,4.484e+09,3.445e+09,1.039e+09,4.05e+08,NA,NA,NA,NA,NA,NA,2005-07-01,0.87187,"Germany","Germany"
"Germany",2006,FALSE,30364839000,12687.7004073958,28386.4456690926,374075603.956981,17324026000,1151831000,4732951000,3697776000,1035175000,522022000,NA,NA,NA,NA,NA,NA,2006-07-01,0.87533,"Germany","Germany"
"Germany",2007,FALSE,31090224000,12370.6242564349,28891.6019808586,383867838.798894,17064933000,1259871000,4806195000,3592770000,1213425000,455485000,NA,NA,7.56e+08,6.8e+08,91550000,87450000,2007-07-01,0.89083,"Germany","Germany"
"Germany",2008,FALSE,31735157000,12388.125648973,28430.8395365442,392936914.962112,17106355000,1338912000,6506361000,5323236000,1183125000,470165000,NA,NA,7.74e+08,6.96e+08,108140000,103280000,2008-07-01,0.89893,"Germany","Germany"
"Germany",2009,FALSE,36108075000,14676.4087827402,30848.2086410345,448642259.856119,18176810000,1624804000,6286381000,5197979000,1088402000,4.06e+08,NA,NA,7.97e+08,7.17e+08,21400000,10400000,2009-07-01,0.91549,"Germany","Germany"
"Germany",2010,FALSE,33491701000,12980.9775741649,27469.7991091018,417165325.594141,17835416000,1654172000,7112415000,5657723000,1454692000,3.94e+08,NA,NA,8.05e+08,7.25e+08,13900000,9700000,2010-07-01,0.92139,"Germany","Germany"
"Germany",2011,FALSE,33781300000,12497.1514398177,27951.5789386587,420819682.34195,17613345000,1476895000,6862912000,5803552000,1059360000,4.11e+08,NA,NA,2455544921,2413245960,NA,NA,2011-07-01,0.93125,"Germany","Germany"
"Germany",2012,FALSE,32489586000,11779.0150312153,26591.9664882933,403968691.716609,15077171000,8.45e+08,6394525000,5476425000,918100000,418052000,NA,NA,NA,NA,NA,NA,2012-07-01,0.94518,"Germany","Germany"
"Germany",2013,FALSE,33784377000,11953.8245159647,26749.3087885986,418921918.012053,12285323000,1190280000,6021097000,5093690000,927407000,5.42e+08,NA,NA,NA,NA,NA,NA,2013-07-01,0.9637,"Germany","Germany"
"Germany",2014,FALSE,34748818000,11849.6755295024,26878.1238663427,429087808.552412,17607794000,1113929000,4627193000,3781254000,845939000,482859000,NA,NA,NA,NA,NA,NA,2014-07-01,0.9818,"Germany","Germany"
"Germany",2015,FALSE,35898546247.5825,11794.5710734094,27014.9703971531,439464617.963476,17897336893.71,1291895274.99,4408917149.48,3571270585.74,837646563.74,NA,NA,NA,NA,NA,NA,NA,2015-07-01,1,"Germany","Germany"
"Germany",2016,FALSE,37598398000,11958.5878087181,27198.5644911952,456573826.033103,18178021000,1275824000,4721458000,3899312000,822146000,NA,NA,NA,NA,NA,NA,NA,2016-07-01,1.01328,"Germany","Germany"
"Germany",2017,FALSE,40264884882.8,12324.1239739713,27898.3150677661,487132183.394026,NA,NA,4885975144.745,3797097808.235,1088877336.51,6.15e+08,NA,NA,NA,NA,NA,NA,2017-07-01,1.02851,"Germany","Germany"
"Germany",2018,FALSE,42126678084.7713,12508.4409936195,28219.6618630541,508125806.151199,NA,NA,5373226591.375,4406066788.745,967159802.63,5.03e+08,NA,NA,NA,NA,NA,NA,2018-07-01,1.04916,"Germany","Germany"
"Germany",2019,FALSE,46935812153.3,13513.1248372033,30035.1137285003,564858798.614805,NA,NA,7113280722.21,5835939159.9,1277341562.31,6.23e+08,NA,NA,NA,NA,NA,NA,2019-07-01,1.07145,"Germany","Germany"
"Germany",2020,FALSE,5.1392e+10,15260.9010678355,30016.3947735308,617981986.748596,NA,NA,8.969e+09,7.692e+09,1.277e+09,1.037e+09,NA,NA,NA,NA,NA,NA,2020-07-01,1.09085,"Germany","Germany"
"Germany",2021,FALSE,52431443000,14684.1285266984,28522.9578194981,630215911.822684,NA,NA,9350166500,7354907500,1995259000,1.948e+09,NA,NA,2.775e+09,2.75e+09,20168000,13998000,2021-07-01,1.12421,"Germany","Germany"
"Germany",2022,NA,58266.24659,0.0150673631295173,0.0304391174333683,695.351058429004,NA,NA,10692.918298,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.18639,"Germany","Germany"
"Greece",2005,FALSE,4.956e+09,24874.2360432499,54594.725594307,451064178.350558,NA,52200000,1514200000,1.4e+09,114200000,1100000,602300000,2787300000,0,0,8e+05,5e+05,2005-07-01,0.90689,"Greece","Greece"
"Greece",2006,FALSE,5.42e+09,24878.1795415071,55141.8223253164,491815625.399827,2.46e+09,60940000,1500060000,1.5e+09,60000,52000,1.166e+09,2.33e+08,0,0,0,0,2006-07-01,0.93858,"Greece","Greece"
"Greece",2007,FALSE,5766196000,24780.1023315539,52645.8622452706,521898538.263113,2.572e+09,61470000,1707396000,1.7e+09,7396000,30254,1245330000,1.8e+08,0,0,0,0,2007-07-01,0.97071,"Greece","Greece"
"Greece",2008,FALSE,6192103000,25588.2175491259,50325.5256377955,558962019.740275,2689324000,22930483,2140111334,2129215056,10896278,8099676,1226740706,112996477,0,0,7926875,7926875,2008-07-01,1.01288,"Greece","Greece"
"Greece",2009,FALSE,6022901000,25355.9319037006,46887.6095722983,542260750.4083,2906880000,132370000,2132750000,2128070000,4680000,3629000,775560000,75341000.0000013,4749000,0,2628000,2628000,2009-07-01,1.03891,"Greece","Greece"
"Greece",2010,FALSE,4841430000,21419.2712077741,40815.9944695488,435326371.367582,2489284000,99602000,1148163000,1137737000,10426000,2954200,1019017000,85363999.9999996,0,0,2809000,2809000,2010-07-01,1.03707,"Greece","Greece"
"Greece",2011,FALSE,4933340859,23829.2376523278,44058.3074401865,444245012.066637,3751174000,31539000,291280659,283430000,7850659,0,823919000,35428199.9999994,0,0,0,0,2011-07-01,1.04701,"Greece","Greece"
"Greece",2012,FALSE,4348335300,22741.8755579776,40806.8328343922,393691222.485387,3.208e+09,7046858,327675370,319867370,7808000,0,794991300,10621771.9999995,0,0,0,0,2012-07-01,1.04413,"Greece","Greece"
"Greece",2013,FALSE,3999666000,22139.8881731572,35539.6344443358,364758637.293849,2986700000,16053000,481953000,481403000,550000,550000,505760000,9199999.99999982,0,0,0,0,2013-07-01,1.02278,"Greece","Greece"
"Greece",2014,FALSE,4001004070,22394.9538359925,44568.0112060419,367321718.781128,3071420000,43412880,321508200,321508200,0,0,533817990,30844999.9999998,0,0,0,0,2014-07-01,1.00295,"Greece","Greece"
"Greece",2015,FALSE,4073100000,23101.6606924089,42923.534123003,376408377.814907,2934700000,32120000,423540000,423540000,0,0,657810000,24930000.0000003,NA,NA,0,0,2015-07-01,1,"Greece","Greece"
"Greece",2016,FALSE,4190020000,24053.0243232895,48568.1167483859,388829239.819265,3064310000,25220000,563500000,563500000,0,0,533720000,3270000.00000044,NA,NA,0,0,2016-07-01,0.99421,"Greece","Greece"
"Greece",2017,FALSE,4208197296,23788.1086287771,49006.0357513014,391289138.330218,NA,NA,484613259,474613259,1e+07,1e+07,NA,NA,0,0,NA,NA,2017-07-01,0.99705,"Greece","Greece"
"Greece",2018,FALSE,4560383937,25397.8745383796,52338.1949089323,424898041.161327,NA,NA,518497753,502797753,15700000,15700000,NA,NA,0,0,NA,NA,2018-07-01,0.9954,"Greece","Greece"
"Greece",2019,FALSE,4320172854,23575.2437866438,49248.4536832266,402942186.079091,NA,NA,533009288,530009288,3e+06,3e+06,NA,NA,0,0,NA,NA,2019-07-01,0.99764,"Greece","Greece"
"Greece",2020,FALSE,4.837e+09,29257.2753050934,48824.5566221522,451633565.234766,NA,NA,5.35e+08,5.14e+08,2.1e+07,2.1e+07,NA,NA,0,0,NA,0,2020-07-01,0.98905,"Greece","Greece"
"Greece",2021,FALSE,6577500000,35976.0039643341,63258.5739291004,616494207.625689,NA,NA,2541650000,2.519e+09,22650000,22650000,NA,NA,0,0,0,0,2021-07-01,1.00183,"Greece","Greece"
"Greece",2022,NA,8054,0.0387155326486251,0.0731862620956995,761.390127831106,NA,NA,3429.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-01,1.08311,"Greece","Greece"
"Hungary",2005,FALSE,1261500000,13870.6701573329,28108.5017132483,125061093.062703,NA,58200000,106400000,105500000,9e+05,270000,4.85e+08,611900000,49280000,44697000,0,0,2005-07-01,0.88857,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2006,FALSE,1.052e+09,11460.8310845628,22285.5245984951,104454508.175154,547502459.698781,69416483.7659881,98896989.8888216,98070082.494513,826907.394308635,578835,319723522.288655,16460544.3577536,14836827,0,189208,189208,2006-07-01,0.86456,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2007,FALSE,1297801489.54454,12702.5847503046,25492.0540141894,129060250.875073,601690060.154683,67558642.8594163,157428625.881728,156453897.323276,974728.558451892,198924,465267831.566886,5856329.08182947,0,0,198924,198924,2007-07-01,0.95845,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2008,FALSE,1285561622.55099,11890.0711108798,24475.5127626587,128067074.099114,501410860.552281,16735022.3349567,195209937.340767,192410769.340767,2799168,559834,434186855.461711,138018946.861272,0,0,299912,299912,2008-07-01,1.00388,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2009,FALSE,1067606449.53702,11325.7671265869,22488.547246455,106519378.561261,538346144.2208,26135282.9716492,138243834.826499,134747059.454435,3496775.37206392,684889,345735583.282686,19145604.2353866,0,0,89378,89378,2009-07-01,0.93849,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2010,FALSE,1022179403.20233,10343.2339417332,21006.7582458598,102217735.884761,576026200.873362,11262736.5356623,123593704.473071,123347525.473071,246179,49236,294708879.184862,16587882.1353713,0,0,36390,36390,2010-07-01,0.9792,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2011,FALSE,1000413703.94625,9874.1829180777,19968.8635298625,100324989.138921,552150684.271242,2700000,106478292.008608,106064925.928376,413366.080232039,103342,329132977.201179,9951750.46522184,0,0,0,0,2011-07-01,0.98419,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2012,FALSE,1028923512.53241,10340.6696159941,21334.1957329351,103718364.306579,495075194.468453,2323249.78392394,60190817.6318064,59708812.445981,482005.185825411,52500,452717738.980121,18616511.668107,0,0,0,0,2012-07-01,0.97807,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2013,FALSE,911965459,8950.8768560032,18157.5240601284,92182157.5282925,473980480.845403,1517484,89005943.195405,88899973.195405,105970,0,322329771.712697,25131779.2464945,0,0,0,0,2013-07-01,0.97984,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2014,FALSE,911552832.796858,8634.15681710154,17487.1296774758,92388952.9686765,453675476.497911,9753745.80655864,70727322.0555056,70704646.7679071,22675.2875985118,0,377396288.436883,0,0,0,0,0,2014-07-01,0.97706,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2015,FALSE,1020450000,9216.11748077436,18392.8328423231,103672344.796267,491973373,12350000,99680000,98840000,840000,0,414850000,1596627.00000001,0,0,NA,NA,2015-07-01,1,"Other Central and Eastern","Other Central and Eastern"
"Hungary",2016,FALSE,1164905850.24403,10242.5873745206,22011.2928049194,118698132.900078,578437211.019779,13177279.7328538,155881418.571796,155432738.248138,448680.323657847,80000,415810000,1599940.91959925,0,0,NA,NA,2016-07-01,1.00852,"Other Central and Eastern","Other Central and Eastern"
