Country	CHES.party.id	ParlGov.party.id	Official.ParlGov.id	Disagreement	Verified	Abnormalities	CHES.Party.Abbrev	Parlgov.Party.Abbrev	CHES.Party.Name	Parlgov.Party.Name	CHES.Party.Name.English	Parlgov.Party.Name.English
Netherlands	1001	235	235	FALSE	TRUE	NA	CDA	CDA	Christen-Democratisch Appel	Christen Democratisch App?l	Christian Democratic Appeal	Christian Democratic Appeal
Netherlands	1001	235	405	TRUE	TRUE	NA	CDA	CDA	Christen-Democratisch Appel	Christen Democratisch App?l	Christian Democratic Appeal	Christian Democratic Appeal
Netherlands	1001	235	451	TRUE	TRUE	NA	CDA	CDA	Christen-Democratisch Appel	Christen Democratisch App?l	Christian Democratic Appeal	Christian Democratic Appeal
Netherlands	1002	742	402	TRUE	TRUE	NA	PvdA	PvdA	Partij van de Arbeid	Partij van de Arbeid	Labour Party	Labour Party
Netherlands	1002	742	742	FALSE	TRUE	NA	PvdA	PvdA	Partij van de Arbeid	Partij van de Arbeid	Labour Party	Labour Party
Netherlands	1003	1409	1409	FALSE	TRUE	NA	VVD	VVD	Volkspartij voor Vrijheid en Demokratie	Volkspartij voor Vrijheid en Democratie	People?s Party for Freedom and Democracy	People's Party for Freedom and Democracy
Netherlands	1004	345	345	FALSE	TRUE	NA	D66	D66	Democraten 66	Democraten 66	Democrats 66	Libertarians
Netherlands	1005	756	756	FALSE	TRUE	NA	GL	GL	Groen Links	GroenLinks	Green Left	GreenLeft
Netherlands	1006	1251	NA	FALSE	TRUE	NA	SGP	SGP	Staatkundig Gereformeerde Partij	Staatkundig Gereformeerde Partij	Political Reformed Party	Political Reformed Party
Netherlands	1007	625	625	FALSE	TRUE	NA	GPV	GPV	Gereformeerd Politiek Verbond	Gereformeerd Politiek Verbond	Reformed Political League	Reformed Political League
Netherlands	1008	212	212	FALSE	TRUE	NA	RPF	RPF	Reformatorische Politieke Federatie	Reformatorisch Politieke Federatie	Reformational Political Federation	Reformatory Political Federation
Netherlands	1009	209	209	FALSE	TRUE	NA	CD	CD	Centrum Democraten	Centrum Democraten	Center Democrats	Centre Democrats
Netherlands	1014	357	357	FALSE	TRUE	NA	SP	SP	Socialistische Partij	Socialistiese Partij	Socialist Party	Socialist Party
Netherlands	1015	456	456	FALSE	TRUE	NA	LPF	LPF	Lijst Pim Fortuyn	Lijst Pim Fortuyn	Lijst Pim Fortuyn	Fortuyn List
Netherlands	1016	1206	1206	FALSE	TRUE	NA	CU	CU	Christen Unie	ChristenUnie ? Staatkundig Gereformeerde Partij	Christian Union	ChristianUnion -- Reformed Political Party
Netherlands	1017	1501	1501	FALSE	TRUE	NA	PVV	PVV	Partij voor de Vrijheid	Partij voor de Vrijheid	Party for Freedom	Party for Freedom
Netherlands	1018	990	990	FALSE	TRUE	NA	PvdD	PvdD	Partij voor de Dieren	Partij voor de Dieren	Party for the Animals	Party for the Animals
Netherlands	1019	1251	1251	FALSE	TRUE	NA	SGP	SGP	Sttatkundig Gereformeerde Partij	Staatkundig Gereformeerde Partij	Reformed Political Party	Political Reformed Party
Netherlands	1020	NA	NA	FALSE	NA	NA	50PLUS	NA	50PLUS	NA	50PLUS	NA
United Kingdom	1101	773	773	FALSE	TRUE	NA	Cons	Con	Conservative Party	Conservatives	Conservative Party	Conservatives
United Kingdom	1102	1556	1556	FALSE	TRUE	NA	Lab	Lab	Labour Party	Labour Party	Labour Party	Labour
United Kingdom	1104	1302	1302	FALSE	TRUE	NA	LibDems	LD	Liberal Democratic Party	Liberal Democrats	Liberal Democratic Party	Liberal Democrats
United Kingdom	1104	1302	659	TRUE	TRUE	NA	LibDems	LD	Liberal Democratic Party	Liberal Democrats	Liberal Democratic Party	Liberal Democrats
United Kingdom	1105	1284	1284	FALSE	TRUE	NA	SNP	SNP	Scottish National Party	Scottish National Party ? P?rtaidh N?iseanta na h-Alba	Scottish National Party	Scottish National Party
United Kingdom	1106	311	311	FALSE	TRUE	NA	Plaid	Plaid	Plaid Cymru	Plaid Cymru	Party of Wales	Plaid Cymru
United Kingdom	1107	467	467	FALSE	TRUE	NA	Greens	GP	Green Party	Green Party	Green Party	Green Party
United Kingdom	1108	1272	1272	FALSE	NA	NA	UKIP	UKIP	United Kingdom Independence Party	United Kingdom Independence Party	United Kingdom Independence Party	United Kingdom Independence Party
United Kingdom	1109	1250	1250	FALSE	NA	NA	BNP	BNP	British National Party	British National Party	British National Party	British National Party
Portugal	1201	1295	1295	FALSE	TRUE	NA	CDU	CDU	Coliga??o Democr?tica Unit?ria	Coliga??o Democr?tico Unit?ria	Unitarian Democratic Coalition	Unified Democratic Coalition
Portugal	1202	251	251	FALSE	TRUE	NA	CDS/PP	CDS-PP	Centro Democr?tico e Social/ Partido Popular	Centro Democr?tico e Social ? Partido Popular	Democratic and Social Center/People?s Party	Democratic and Social Centre -- People's Party
Portugal	1205	725	725	FALSE	TRUE	NA	PS	PS	Partido Socialista	Partido Socialista	Socialist Party	Socialist Party
Portugal	1206	1273	1273	FALSE	TRUE	NA	PPD/PSD	PSD	Partido Popular Democr?tico/Partido Social Democrata	Partido Social Democrata	Democratic People?s Party/Social Democratic Party	Social Democratic Party
Portugal	1208	557	557	FALSE	TRUE	NA	BE	BE	Bloco de Esquerda	Bloco de Esquerda	Left Bloc	Bloc of the Left
Portugal	1209	NA	NA	FALSE	NA	NA	MPT	NA	Partido da Terra	NA	Earth Party	NA
Austria	1301	973	973	FALSE	NA	NA	SP?	SPO	Sozialdemokratische Partei ?sterreichs	Sozialdemokratische Partei ?sterreichs	Social Democratic Party of Austria	Social Democratic Party of Austria
Austria	1302	1013	1013	FALSE	NA	NA	?VP	OVP	?sterreichische Volkspartei	?sterreichische Volkspartei	Austrian People?s Party	Austrian People's Party
Austria	1303	50	50	FALSE	NA	NA	FP?	FPO	Freiheitliche Partei ?sterreichs	Freiheitliche Partei ?sterreichs	Freedom Party of Austria	Freedom Party of Austria
Austria	1304	1429	1429	FALSE	NA	NA	Gr?ne	Gruene	Die Gr?nen	Die Gr?nen ? Die Gr?ne Alternative	The Austrian Green Party	The Greens -- The Green Alternative
Austria	1306	955	955	FALSE	NA	NA	LIF	LIF	Liberales Forum	Liberales Forum	Liberal Forum	Liberal Forum
Austria	1307	1536	1536	FALSE	NA	NA	BZ?	BZO	B?ndnis Zukunft ?sterreich	B?ndnis Zukunft ?sterreich	Alliance for the Future of Austria	Alliance for the Future of Austria
Austria	1308	669	669	FALSE	NA	NA	MARTIN	Martin	Liste Dr. Hans-Peter Martin	Liste Dr. Hans-Peter Martin	Hans-Peter Martin?s List	Hans-Peter Martin's List
Austria	1309	NA	NA	FALSE	NA	NA	NEOS	NA	NEOS?Das Neue ?sterreich	NA	NEOS?The New Austria	NA
Austria	1310	NA	NA	FALSE	NA	NA	TeamStronach	NA	Team Stronach f?r ?sterreich	NA	Team Stronach for Austria	NA
Finland	1401	395	395	FALSE	TRUE	NA	SDP	SSDP	Suomen Sosialidemokraattinen	Suomen Sosialidemokraattinen Puolue ? Finlands Socialdemokratiska Parti	Social Democratic Party of Finland	Social Democratic Party of Finland
Finland	1402	1118	1118	FALSE	TRUE	NA	KOK	KOK	Kansallinen Kokoomus	Kansallinen Kokoomus ? Samlingspartiet	National Coalition Party	National Coalition Party
Finland	1403	94	94	FALSE	TRUE	NA	KESK	KESK	Suomen Keskusta	Keskusta	Finnish Center Party	Centre Party
Finland	1404	1427	1292	TRUE	TRUE	NA	VAS	NA	Vasemmistoliitto	NA	Left Alliance	NA
Finland	1405	200	200	FALSE	TRUE	NA	PS	SP-P	Persussuomalaiset	Suomen Puolue ? Perussuomalaiset	True Finns	Finnish Party -- True Finns
Finland	1406	585	585	FALSE	TRUE	NA	RKP/SFP	RKP-SFP	Ruotsalainen kansanpuolue/ Svenska folkpartiet	Ruotsalainen Kansanpuolue ? Svenska Folkepartiet i Finland	Swedish People?s Party	Swedish People's Party
Finland	1408	1062	1062	FALSE	TRUE	NA	VIHR	VIHR	Vihre?t De Gr?na	Vihre? Liitto ? Gr?na F?rbundet	Green League	Green League
Finland	1409	1463	1463	FALSE	TRUE	NA	SKL; KD	KD	Suomen Kristillinen Liitto; Kristillisdemokraatit	Kristillisdemokraatit ? Kristdemokraterna	Finish Christian League; Christian Democrats	Christian Democrats
Finland	1411	NA	NA	FALSE	NA	NA	EKA	NA	El?kel?iset Kansan Asialla	NA	Pensioners for the People	NA
Finland	1412	638	638	FALSE	TRUE	NA	REM	Rt	Remonttiryhm?	Remonttiryhm?	Reform Group	Reform Group
Finland	1413	1105	1105	FALSE	TRUE	NA	KIPU	Eko	Kirjava ?puolue? - Elonkeh?n puolesta	Ekologinen puolue ? Ekologiska partiet	Ecological Party	Ecological Party
Sweden	1601	882	882	FALSE	TRUE	NA	V	V	V?nsterpartiet	V?nsterpartiet (kommunisterna)	Left Party	Left Party (Communists)
Sweden	1602	904	904	FALSE	TRUE	NA	SAP	SAP	Arbetarpartiet- Socialdemokraterna	Socialdemokraterna	Worker?s Party-Social Democrats	Social Democrats
Sweden	1603	1461	1461	FALSE	TRUE	NA	C	C	Centerpartiet	Centerpartiet	Center Party	Centre Party
Sweden	1604	892	892	FALSE	TRUE	NA	FP	FP	Folkpartiet liberalerna	Folkpartiet	Liberal People?s Party	People's Party
Sweden	1605	657	657	FALSE	TRUE	NA	M	M	Moderaterna	Moderaterna	Moderate Party	Moderate Party
Sweden	1606	282	282	FALSE	TRUE	NA	KD	KD	Kristdemokraterna	Kristdemokraterna	Christian-Democrats	Christian Democrats
Sweden	1607	1154	1154	FALSE	TRUE	NA	MP	MP	Miljoepartiet de Groena	Milj?partiet de Gr?na	Environmental Party the Greens	Greens
Sweden	1608	951	951	FALSE	NA	NA	NyD	NyD	Ny Demokrati	Ny Demokrati	New Democracy	New Democracy
Sweden	1609	404	404	FALSE	NA	NA	JL	Jl	Junilistan	Junilistan	June List	June List
Sweden	1610	1546	1546	FALSE	TRUE	NA	SD	SD	Sverigedemokraterna	Sverigedemokraterna	Sweden Democrats	Sweden Democrats
Sweden	1611	721	721	FALSE	NA	NA	PIRAT	Pi	Piratpartiet	Piratpartiet	Pirate Party	Pirate Party
Sweden	1612	NA	NA	FALSE	NA	NA	FI	NA	Feministiskt initiativ	NA	Feminist Initative	NA
Bulgaria	2001	544	544	FALSE	NA	NA	NDSV	NDSV	Nacionalno Dvi?enie Simeon Vtori	Natsionalno Dvizhenie Simeon Vtori	National Movement Simeon II	National Movement Simeon II
Bulgaria	2002	784	784	FALSE	NA	NA	ODS	ODS	Obedineni Demokraticni Sili	Obedineni Demokratichni Sili	United Democratic Forces	United Democratic Forces
Bulgaria	2003	1160	1160	FALSE	NA	NA	KzB	KzB|DL	Koalicija za B<U+02C7>algarija	Koalitsiya za Balgariya | Demokratichna Levitsa	Coalition for Bulgaria	Coalition for Bulgaria | Democratic Left
Bulgaria	2004	1286	1286	FALSE	NA	NA	DPS	DPS	Dvi?enie za Prava i Svobodi	Dvizhenie za Prava i Svobodi	Movement for Rights and Freedoms	Movement for Rights and Freedoms
Bulgaria	2005	NA	NA	FALSE	NA	NA	G-VMRO	NA	Dvi?enie Gergiovden	NA	Gergiovden-VMRO	NA
Bulgaria	2006	15	15	FALSE	TRUE	NA	KSII	KSII	Koalicija Simeon II	Koalitsiya Simeon II	Coalition Simeon II	Simeon II Coalition
Bulgaria	2007	535	535	FALSE	NA	NA	NOA	Ataka	Nacionalno Obedinenie Ataka	Ataka	National Union Attack	Attack
Bulgaria	2008	57	57	FALSE	NA	NA	DSB	DSB	Demokrati za Silna Balgarija	Demokrati za Silna Balgariya	Democrats for a Strong Bulgaria	Democrats for a Strong Bulgaria
Bulgaria	2009	1375	1375	FALSE	NA	NA	BNS	BNS	B<U+02C7>algarski Naroden Sajuz	Balgarski Naroden Suyuz	Bulgarian People?s Union	Bulgarian People's Union
Bulgaria	2010	1541	1541	FALSE	NA	NA	GERB	GERB	Grazhdani za evropeysko razvitie na Balgariya	Grazhdani za Evropeysko Razvitie na Balgariya	Citizens for European Development of Bulgaria	Citizens for European Development of Bulgaria
Bulgaria	2011	566	566	FALSE	NA	NA	L	LR	Lider	Lider	Lider	Lider
Bulgaria	2012	636	636	FALSE	NA	NA	RZS	PPS	"Red, zakonnost i spravedlivost"	"Red, zakonnost i spravedlivost"	"Order, Lawfullness, Justice"	"Order, Lawfulness and Justice"
Bulgaria	2013	NA	NA	FALSE	NA	NA	DBG	NA	Dvizhenie Bulgaria na grazhdanite	NA	Bulgaria for Citizens Movement	NA
Bulgaria	2014	NA	NA	FALSE	NA	NA	NFSB	NA	Natsionalen Front za Spasenie na Bulgaria	NA	National Front for the Salvation of Bulgaria	NA
Bulgaria	2015	NA	NA	FALSE	NA	NA	BBT	NA	Bulgaria bez Tsenzura	NA	Bulgaria without Censorship	NA
Bulgaria	2016	NA	NA	FALSE	NA	NA	ABV	NA	Alternativa za Balgarsko Vazrazhdane	NA	Alternative for Bulgarian Revival	NA
Czech Republic	2101	789	789	FALSE	TRUE	NA	CSSD	CSSD	Cesk? strana soci?lne demokratick?	Cesk? strana soci?lne demokratick?	Czech Social Democratic Party	Czech Social Democratic Party
Czech Republic	2102	829	829	FALSE	TRUE	NA	ODS	ODS	Obcansk? Demokratick? Strana	Obcansk? demokratick? strana	Civic Democratic Party	Civic Democratic Party
Czech Republic	2103	1173	1173	FALSE	TRUE	NA	KSCM	KSCM	Komunistick? strana Cech a Moravy	Komunistick? strana Cech a Moravy	Communist Party of Bohemia and Moravia	Communist Party of Bohemia and Moravia
Czech Republic	2104	1245	1245	FALSE	TRUE	NA	KDU-CSL	KDU-CSL	Krestansk? demokratick? unie-Ceskoslovensk?strana lidov?	Krestansk? a demokratick? unie ? Ceskoslovensk? strana lidov?	Christian Democratic Union-Czechoslovak People?s Party	Christian Democratic Union -- People's Party
Czech Republic	2105	688	688	FALSE	TRUE	NA	US-DEU	US	Unie Svobody?ASDemokratick? unie	Unie svobody 	Freedom Union-Democratic Union	Freedom Union
Czech Republic	2106	1532	1532	FALSE	NA	NA	SNK-ED	SNK-ED	Sdru?en? nez?visl?ch kandid?tu-Evrop?t? demokrat?	SNK Evrop?t? demokrat?	Union of Independents- European Democrats	SNK European Democrats
Czech Republic	2107	196	196	FALSE	TRUE	NA	SZ	SZ	Strana zelenách	Strana zelen?ch	Green Party	Green Party
Czech Republic	2108	653	653	FALSE	NA	NA	Nezavisli	Ne	Nez?visl?	Nez?visl?	Independents	Independent
Czech Republic	2109	2	2	FALSE	TRUE	NA	TOP09	TOP09	Top09	Tradice Odpovednost Prosperita 09	Top 09	Tradition Responsibility Prosperity 09
Czech Republic	2110	336	336	FALSE	TRUE	NA	VV	VV	Veci Verejne	Veci verejn?	Public Affairs	Public Affairs
Czech Republic	2111	NA	NA	FALSE	NA	NA	ANO2011	NA	"ANO 2011, Akce nespokojen?ch ob<U+02D8>canu"	NA	"ANO 2011, Action of Dissatisfied Citizens"	NA
Czech Republic	2112	NA	NA	FALSE	NA	NA	USVIT	NA	?svit p<U+02D8>r?m? demokracie	NA	Dawn of Direct Democracy	NA
Czech Republic	2113	NA	NA	FALSE	NA	NA	SVOBODNI	NA	Strana svobodn?ch ob<U+02D8>canu	NA	Party of Free Citizens	NA
Estonia	2201	1597	846	TRUE	TRUE	NA	IRL	IRL	Isamaa ja Res Publica Liit	Erakond Isamaa ja Res Publica Liit	Pro Patria and Res Publica Union	Union of Pro Patria and Res Publica
Estonia	2202	1137	1137	FALSE	TRUE	NA	EK	EK	Eesti Keskerakond	Eesti Keskerakond	Estonian Center Party	Estonian Centre Party
Estonia	2203	113	113	FALSE	TRUE	NA	ER	ERe	Eesti Reformierakond	Eesti Reformierakond	Estonian Reform Party	Estonian Reform Party
Estonia	2204	1448	1448	FALSE	TRUE	NA	SDE	SDE|M	Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond | M??dukad	Social Democratic Party	Social Democratic Party | Moderates
Estonia	2205	1590	1590	FALSE	TRUE	NA	KP	K-EUR	Eestimaa ?hendatud Rahvapartei	Konstitutsioonierakond ? Eestimaa ?hendatud Rahvapartei	Constitution Party	Constitution Party -- Estonian United People's Party
Estonia	2206	417	417	FALSE	TRUE	NA	ERL	ERa	Eestimaa Rahvaliit	Eestimaa Rahvalliit	Estonian People?s Union	People's Union of Estonia
Estonia	2207	219	219	FALSE	TRUE	NA	EER	EER	Erakond Eestimaa Rohelised	Erakonna Eestimaa Rohelised	Estonian Greens	Estonian Greens
Estonia	2208	NA	NA	FALSE	NA	NA	EVE	NA	Eesti Vabaerakond	NA	Estonian Free Party	NA
Hungary	2301	1591	1591	FALSE	TRUE	NA	MSzP	MSZP	Magyar Szocialista P?rt	Magyar Szocialista P?rt	Hungarian Socialist Party	Hungarian Socialist Party
Hungary	2302	921	437	TRUE	TRUE	NA	Fidesz-M	Fi-MPSz	Fidesz-Magyar Polg?ri Sz?vets?g	Fidesz ? Magyar Polg?ri Sz?vets?g	Fidesz-Hungarian Civic Union	Fidesz -- Hungarian Civic Union
Hungary	2302	921	921	FALSE	TRUE	NA	Fidesz-M	Fi-MPSz	Fidesz-Magyar Polg?ri Sz?vets?g	Fidesz ? Magyar Polg?ri Sz?vets?g	Fidesz-Hungarian Civic Union	Fidesz -- Hungarian Civic Union
Hungary	2303	546	546	FALSE	TRUE	NA	MDF	MDF	Magyar Demokrata F?rum	Magyar Demokrata F?rum	Hungarian Democratic Forum	Hungarian Democratic Forum
Hungary	2304	1426	1426	FALSE	TRUE	NA	SzDSz	SzDSz	Szabad Demokrat?k Sz?vets?ge	Szabad Demokrat?k Sz?vets?ge	Alliance of Free Democrats	Alliance of Free Democrats
Hungary	2305	95	95	FALSE	TRUE	NA	MIEP	MIEP	Magyar Igazs?g ?s ?let P?rtja	Magyar Igazs?g ?s ?let P?rtja	Hungarian Justice and Life Party	Hungarian Justice and Life Party
Hungary	2306	573	573	FALSE	NA	NA	CP	CP	Centrump?rt	Centrump?rt	Centre Party	Centre Party
Hungary	2307	434	434	FALSE	TRUE	NA	KDNP	KDNP	Kereszt?nydemokrata N?pp?rt	Kereszt?nydemokrata N?pp?rt	Christian Democratic People?s Party	Christian Democratic People's Party
Hungary	2308	600	600	FALSE	NA	NA	JOBBIK	Jobbik	Jobbik Magyarorszagert Mozgalom	Jobbik Magyarorsz?g?rt Mozgalom	Movement for a Better Hungary	Jobbik Movement for a Better Hungary
Hungary	2309	403	403	FALSE	TRUE	NA	LMP	LMP	Lehet Maz a Politika!	Lehet M?s a Politika	Politics Can Be Different	Politics Can Be Different
Hungary	2310	NA	NA	FALSE	NA	NA	E14	NA	Egy?tt 2014	NA	Together 2014	NA
Hungary	2311	NA	NA	FALSE	NA	NA	DK	NA	Demokratikus Koal?ci?	NA	Democratic Coalition	NA
Latvia	2401	1518	1518	FALSE	TRUE	NA	JL	JL	Jaunais Laikas	Jaunais Laiks	New Era Party	New Era
Latvia	2402	1520	928	TRUE	TRUE	NA	PCTVL	PCTVL	Par Cilv?eka Ties?ibam Vienota? Latvij?a	Par cilveka tiesibam vienota Latvija	For Human Rights in United Latvia	For Human Rights in a United Latvia
Latvia	2402	1520	309	TRUE	TRUE	NA	PCTVL	PCTVL	Par Cilv?eka Ties?ibam Vienota? Latvij?a	Par cilveka tiesibam vienota Latvija	For Human Rights in United Latvia	For Human Rights in a United Latvia
Latvia	2402	1520	1520	FALSE	TRUE	NA	PCTVL	PCTVL	Par Cilv?eka Ties?ibam Vienota? Latvij?a	Par cilveka tiesibam vienota Latvija	For Human Rights in United Latvia	For Human Rights in a United Latvia
Latvia	2402	1520	32	TRUE	TRUE	NA	PCTVL	PCTVL	Par Cilv?eka Ties?ibam Vienota? Latvij?a	Par cilveka tiesibam vienota Latvija	For Human Rights in United Latvia	For Human Rights in a United Latvia
Latvia	2403	811	811	FALSE	TRUE	NA	TP	TP	Tautas Partija	Tautas Partija	People?s Party	People's Party
Latvia	2404	1043	1043	FALSE	TRUE	NA	LPP	LPP	Latvijas Pirma Partija	Latvijas Pirma partija	Lativa?s First Party	Latvia's First Party
Latvia	2405	466	1001	TRUE	TRUE	NA	ZZS	ZZS	Za?lo un Zemnieku Savien?iba	Zalo un Zemnieku savieniba	Union of Greens and Farmers	Green and Farmers' Union
Latvia	2405	466	1368	TRUE	TRUE	NA	ZZS	ZZS	Za?lo un Zemnieku Savien?iba	Zalo un Zemnieku savieniba	Union of Greens and Farmers	Green and Farmers' Union
Latvia	2406	521	1557	TRUE	TRUE	NA	TB-LNNK	TB/LNNK	T?evzemei un Br?iv?ibai/LNNK	Tevzemei un Brivibai / LNNK	For Fatherland and Freedom	For Fatherland and Freedom / LNNK
Latvia	2406	521	521	FALSE	TRUE	NA	TB-LNNK	TB/LNNK	T?evzemei un Br?iv?ibai/LNNK	Tevzemei un Brivibai / LNNK	For Fatherland and Freedom	For Fatherland and Freedom / LNNK
Latvia	2407	526	526	FALSE	TRUE	NA	LC	LC	Latvijas Cel?	Latvijas Cel?	Latvia?s Way	Latvian Way
Latvia	2408	1656	1656	FALSE	NA	NA	LSDSP	LSDSP	Latvijas Socialdemokratiska; Stradnieku Partija	Latvijas Socialdemokratiska Stradnieku Partija	Latvian Social Democratic Labour Party	Latvian Social Democratic Workers' Party
Latvia	2410	1100	1100	FALSE	TRUE	NA	SC	SC	Saskanas Centrs	Saskanas Centrs	Harmony Centre	Harmony Centre
Latvia	2411	1942	1942	FALSE	TRUE	NA	ZRP	RP	Zatlera Reform Partija	Reformu partija	Zatler?s Reform Party	Reform Party
Latvia	2412	1666	1666	FALSE	TRUE	NA	V	V	Vienotiba	Vienotiba	Unity	Unity
Latvia	2413	NA	NA	FALSE	NA	NA	NSL	NA	No sirds Latvijai	NA	For Latvia from the Heart	NA
Latvia	2414	NA	NA	FALSE	NA	NA	LRA	NA	Latvijas Reg?ionu apvien?iba	NA	Latvian Association of Regions	NA
Lithuania	2501	1408	1277	TRUE	TRUE	NA	LSDP	LSDP-89	Lietuvos socialdemokratu<U+02DB> partija	Lietuvos socialdemokratu partija ? 1989	Social Democratic Party of Lithuania	Lithuanian Social Democratic Party -- 1989
Lithuania	2502	1261	1261	FALSE	TRUE	NA	NDP	LMP-NDP	Naujosios demokratijos partija	Lietuvos moteru partija ? Naujosios demokratijos partija	New Democratic Party	Lithuanian Womens Party -- New Democratic Party
Lithuania	2503	863	863	FALSE	NA	NA	LRS	LRS	Lietuvos rusu<U+02DB> sajunga	Lietuvos rusu sajunga	Lithuanian Russian Union	Lithuanian Russian Union
Lithuania	2504	856	856	FALSE	TRUE	NA	NS	NS	Naujoji sajunga/ socialliberalai	Naujoji sajunga (socialliberalai)	New Union (Social Liberals)	New Union (Social Liberals)
Lithuania	2505	983	378	TRUE	TRUE	NA	LLS; LiCS	LiCS	Lietuvos liberalu<U+02DB> sajunga; Liberalu ir centro sajunga	Liberalu ir centro sajunga	Liberal Union of Lithuanian; Liberal and Centre Union	Liberal and Centre Union
Lithuania	2506	293	1045	TRUE	TRUE	NA	TS	NA	Te<U+02D9> vyne<U+02D9> s sajunga	NA	Homeland Union	NA
Lithuania	2507	1632	1632	FALSE	TRUE	NA	LVP; LVLS	LVP	Lietuvos valstieciu<U+02DB> partija; Valstieciu ir Naujosios demokratijos partiju sajungos	Lietuvos valstieciu partija	Lithuanian Peasant Party; Lithuanian Peasant Popular Union	Lithuanian Peasant Party
Lithuania	2507	1438	1632	TRUE	TRUE	TRUE	LVP; LVLS	NA	Lietuvos valstieciu<U+02DB> partija; Valstieciu ir Naujosios demokratijos partiju sajungos	NA	Lithuanian Peasant Party; Lithuanian Peasant Popular Union	NA
Lithuania	2507	191	1632	TRUE	TRUE	TRUE	LVP; LVLS	LVLS	Lietuvos valstieciu<U+02DB> partija; Valstieciu ir Naujosios demokratijos partiju sajungos	Lietuvos valstieciu sajunga	Lithuanian Peasant Party; Lithuanian Peasant Popular Union	Lithuanian Peasant Union
Lithuania	2508	675	675	FALSE	TRUE	NA	LKDP	LKDP	Lietuvos krik?cionys demokratai	Lietuvos Krik?cionys Demokratai	Lithuanian Christian Democrats	Lithuanian Christian Democrats
Lithuania	2509	887	887	FALSE	TRUE	NA	LCS	LCS	Lietuvos centro sajunga	Lietuvos centro sajunga	Center Union of Lithuania	Centre Union of Lithuania
Lithuania	2510	1320	709	TRUE	TRUE	NA	NKS	NA	Nuosaikiuju konservatoriu sajunga	NA	Moderate Conservative Union	NA
Lithuania	2511	28	28	FALSE	TRUE	NA	LLRA	LLRA	Lietuvos lenku<U+02DB> rinkimu<U+02DB> akcija	Lietuvos lenku rinkimu akcija	Electoral Action of Lithuania?s Poles	Election Action of Lithuania's Poles
Lithuania	2512	1562	1562	FALSE	TRUE	NA	LLS	LLaS	Lietuvos laisve<U+02D9> s sajunga	Lietuvos laisves sajunga	Lithuanian Liberty Union	Lithuanian Liberty Union
Lithuania	2513	1482	383	TRUE	TRUE	NA	JL-PKS	NA	Lietuviu Nacionaline Partija-?Jauno ji Lietuva?	NA	Young Lithuania-New Nationalists and Political Prisoner?s Union	NA
Lithuania	2513	1482	1447	TRUE	TRUE	NA	JL-PKS	NA	Lietuviu Nacionaline Partija-?Jauno ji Lietuva?	NA	Young Lithuania-New Nationalists and Political Prisoner?s Union	NA
Lithuania	2514	NA	NA	FALSE	TRUE	NA	MKDS	NA	Moderniu<U+02DB>ju<U+02DB>i krik?cioniu<U+02DB> demokratu<U+02DB> sajunga	NA	Modern Christian-Democratic Union	NA
Lithuania	2515	1421	1421	FALSE	TRUE	NA	LD	TT-LDP	Tvarka ir teisingumas	Tvarka ir teisingumas ? Liberalu Demokratu Partija	Order and Justice	Order and Justice -- Liberal Democratic Party
Lithuania	2516	581	581	FALSE	TRUE	NA	DP	DP	Darbo partija	Darbo Partija	Labour Party	Labour Party
Lithuania	2517	1502	1502	FALSE	TRUE	NA	TPP	TPP	Tautos prisikelimo partija	Tautos prisikelimo partija	Social Democratic Party of Lithuania	National Resurrection Party
Lithuania	2518	482	482	FALSE	TRUE	NA	LRLS	LRLS	Lietuvos Respublikos Liberalu sajudis	Lietuvos Respublikos Liberalu sajudis	Liberals? Movement of the Republic of Lithuania	Liberals Movement of the Republic of Lithuania
Lithuania	2519	1056	1056	FALSE	TRUE	NA	FRONT	SPF	Fronto Partija	Socialist People's Front	Front Party	Socialist People's Front
Lithuania	2520	NA	NA	FALSE	NA	NA	DK	NA	Drasos Kelias	NA	The Way of Courage	NA
Poland	2601	629	629	FALSE	TRUE	NA	SLD	SLD	Sojusz Lewicy Demokratycznej	Sojusz Lewicy Demokratycznej	Alliance of Democratic Left	Democratic Left Alliance
Poland	2602	838	838	FALSE	TRUE	NA	UP	UP	Unia Pracy	Unia Pracy	Union of Labour	Labour Union
Poland	2603	512	512	FALSE	TRUE	NA	PO	PO	Platforma Obywatelska	Platforma Obywatelska	Civic Platform	Civic Platform
Poland	2604	207	207	FALSE	TRUE	NA	S	SRP	Samoobrona RP	Samoobrona Rzeczypospolitej Polskiej	Self Defense of the Polish Republic	Self-Defense of the Republic Poland
Poland	2605	528	528	FALSE	TRUE	NA	PiS	PiS	Prawo i Sprawiedliwosc	Prawo i Sprawiedliwosc	Law and Justice Party	Law and Justice
Poland	2606	664	664	FALSE	TRUE	NA	PSL	PSL	Polskie Stronnictwo Ludowe	Polskie Stronnictwo Ludowe	Polish People?s Party	Polish Peasants' Party
Poland	2607	987	987	FALSE	TRUE	NA	LPR	LPR	Liga Polskich Rodzin	Liga Polskich Rodzin	League of Polish Families	League of Polish Families
Poland	2608	1355	1355	FALSE	TRUE	NA	AWSP	AWS	Koalicja Akcja Wyborcza Solidarnosc Prawicy	Akcja Wyborcza Solidarnosc Prawicy	Coalition Electoral Action Solidarity of the Right	Solidarity Electoral Action
