country_name_short,country_name,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
CHE,Switzerland,10/28/1928,12/12/1929,Bundesrat 1929,0,0,0,1,198,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,772,978,977,602
CHE,Switzerland,10/28/1928,12/12/1929,Bundesrat 1929,0,1,0,58,198,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,772,978,977,26
CHE,Switzerland,10/28/1928,12/12/1929,Bundesrat 1929,0,0,0,6,198,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,772,978,977,458
CHE,Switzerland,10/28/1928,12/12/1929,Bundesrat 1929,0,0,0,2,198,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,772,978,977,1167
CHE,Switzerland,10/28/1928,12/12/1929,Bundesrat 1929,0,0,0,50,198,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,772,978,977,35
CHE,Switzerland,10/28/1928,12/12/1929,Bundesrat 1929,0,1,0,31,198,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,772,978,977,750
CHE,Switzerland,10/28/1928,12/12/1929,Bundesrat 1929,0,0,0,1,198,UDE,Union de défense économique,Union de défense économique,,40,772,978,977,1954
CHE,Switzerland,10/25/1931,12/17/1931,Bundesrat 1931,0,1,0,44,187,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,768,976,978,531
CHE,Switzerland,10/25/1931,12/17/1931,Bundesrat 1931,0,0,0,2,187,DP,Demokratische Partei,Democratic Party,,40,768,976,978,886
CHE,Switzerland,10/25/1931,12/17/1931,Bundesrat 1931,0,0,0,1,187,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,768,976,978,602
CHE,Switzerland,10/25/1931,12/17/1931,Bundesrat 1931,0,1,0,52,187,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,768,976,978,26
CHE,Switzerland,10/25/1931,12/17/1931,Bundesrat 1931,0,0,0,1,187,KPO,Kommunistische Partei-Opposition,Communist Party Opposition,,40,768,976,978,1955
CHE,Switzerland,10/25/1931,12/17/1931,Bundesrat 1931,0,0,0,6,187,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,768,976,978,458
CHE,Switzerland,10/25/1931,12/17/1931,Bundesrat 1931,0,0,0,2,187,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,768,976,978,1167
CHE,Switzerland,10/25/1931,12/17/1931,Bundesrat 1931,0,0,0,49,187,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,768,976,978,35
CHE,Switzerland,10/25/1931,12/17/1931,Bundesrat 1931,0,1,0,30,187,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,768,976,978,750
CHE,Switzerland,10/25/1931,3/22/1934,Bundesrat 1934,0,1,0,44,187,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,768,975,976,531
CHE,Switzerland,10/25/1931,3/22/1934,Bundesrat 1934,0,0,0,2,187,DP,Demokratische Partei,Democratic Party,,40,768,975,976,886
CHE,Switzerland,10/25/1931,3/22/1934,Bundesrat 1934,0,0,0,1,187,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,768,975,976,602
CHE,Switzerland,10/25/1931,3/22/1934,Bundesrat 1934,0,1,0,52,187,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,768,975,976,26
CHE,Switzerland,10/25/1931,3/22/1934,Bundesrat 1934,0,0,0,1,187,KPO,Kommunistische Partei-Opposition,Communist Party Opposition,,40,768,975,976,1955
CHE,Switzerland,10/25/1931,3/22/1934,Bundesrat 1934,0,0,0,6,187,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,768,975,976,458
CHE,Switzerland,10/25/1931,3/22/1934,Bundesrat 1934,0,0,0,2,187,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,768,975,976,1167
CHE,Switzerland,10/25/1931,3/22/1934,Bundesrat 1934,0,0,0,49,187,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,768,975,976,35
CHE,Switzerland,10/25/1931,3/22/1934,Bundesrat 1934,0,1,0,30,187,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,768,975,976,750
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,0,0,1,187,AVL, Allgemeine Volksliste,General List,,40,769,974,975,1958
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,0,0,4,187,BHB,Bauernheimatbewegung - Jeunes paysans,Young Peasants Movement,,40,769,974,975,1957
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,1,0,42,187,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,769,974,975,531
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,0,0,3,187,DP,Demokratische Partei,Democratic Party,,40,769,974,975,886
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,0,0,1,187,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,769,974,975,602
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,1,0,48,187,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,769,974,975,26
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,0,0,6,187,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,769,974,975,458
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,0,0,7,187,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,769,974,975,1264
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,0,0,1,187,NF, Nationale Front - Front national ,National Front,,40,769,974,975,1956
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,0,0,2,187,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,769,974,975,1167
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,0,0,50,187,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,769,974,975,35
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,1,0,21,187,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,769,974,975,750
CHE,Switzerland,10/27/1935,12/11/1935,Bundesrat 1935,0,0,0,1,187,UN,Union Nationale,National Union,,40,769,974,975,1959
CHE,Switzerland,10/29/1939,12/13/1939,Bundesrat 1939,0,0,0,3,187,BHB,Bauernheimatbewegung - Jeunes paysans,Young Peasants Movement,,40,767,973,974,1957
CHE,Switzerland,10/29/1939,12/13/1939,Bundesrat 1939,0,1,0,43,187,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,767,973,974,531
CHE,Switzerland,10/29/1939,12/13/1939,Bundesrat 1939,0,0,0,5,187,DP,Demokratische Partei,Democratic Party,,40,767,973,974,886
CHE,Switzerland,10/29/1939,12/13/1939,Bundesrat 1939,0,1,0,49,187,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,767,973,974,26
CHE,Switzerland,10/29/1939,12/13/1939,Bundesrat 1939,0,0,0,6,187,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,767,973,974,458
CHE,Switzerland,10/29/1939,12/13/1939,Bundesrat 1939,0,0,0,1,187,LSP/FB,Liberalsozialistische Partei / Freiwirtschaftliche Bewegung --  Parti d'économie franche,Liberal Socialist Party,,40,767,973,974,1960
CHE,Switzerland,10/29/1939,12/13/1939,Bundesrat 1939,0,0,0,9,187,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,767,973,974,1264
CHE,Switzerland,10/29/1939,12/13/1939,Bundesrat 1939,0,0,0,4,187,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,767,973,974,1167
CHE,Switzerland,10/29/1939,12/13/1939,Bundesrat 1939,0,0,0,45,187,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,767,973,974,35
CHE,Switzerland,10/29/1939,12/13/1939,Bundesrat 1939,0,1,0,22,187,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,767,973,974,750
CHE,Switzerland,10/31/1943,12/15/1943,Bundesrat 1943,0,0,0,1,194,B/E/fD/Pl, Bauernpartei/Evangelische/freie Demokraten/Parteilose ,Peasant Party/ Protestants/ Democrats/ Independents,,40,771,972,973,1962
CHE,Switzerland,10/31/1943,12/15/1943,Bundesrat 1943,0,0,0,3,194,BHB,Bauernheimatbewegung - Jeunes paysans,Young Peasants Movement,,40,771,972,973,1957
CHE,Switzerland,10/31/1943,12/15/1943,Bundesrat 1943,0,0,0,1,194,BV,Bauernvereinigung,Peasant Union,,40,771,972,973,1961
CHE,Switzerland,10/31/1943,12/15/1943,Bundesrat 1943,0,1,0,43,194,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,771,972,973,531
CHE,Switzerland,10/31/1943,12/15/1943,Bundesrat 1943,0,0,0,5,194,DP,Demokratische Partei,Democratic Party,,40,771,972,973,886
CHE,Switzerland,10/31/1943,12/15/1943,Bundesrat 1943,0,0,0,1,194,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,771,972,973,602
CHE,Switzerland,10/31/1943,12/15/1943,Bundesrat 1943,0,1,0,47,194,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,771,972,973,26
CHE,Switzerland,10/31/1943,12/15/1943,Bundesrat 1943,0,0,0,8,194,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,771,972,973,458
CHE,Switzerland,10/31/1943,12/15/1943,Bundesrat 1943,0,0,0,7,194,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,771,972,973,1264
CHE,Switzerland,10/31/1943,12/15/1943,Bundesrat 1943,0,1,0,56,194,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,771,972,973,35
CHE,Switzerland,10/31/1943,12/15/1943,Bundesrat 1943,0,1,0,22,194,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,771,972,973,750
CHE,Switzerland,10/26/1947,12/11/1947,Bundesrat 1947,0,1,0,44,194,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,684,556,972,531
CHE,Switzerland,10/26/1947,12/11/1947,Bundesrat 1947,0,0,0,5,194,DP,Demokratische Partei,Democratic Party,,40,684,556,972,886
CHE,Switzerland,10/26/1947,12/11/1947,Bundesrat 1947,0,0,0,1,194,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,684,556,972,602
CHE,Switzerland,10/26/1947,12/11/1947,Bundesrat 1947,0,1,0,52,194,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,684,556,972,26
CHE,Switzerland,10/26/1947,12/11/1947,Bundesrat 1947,0,0,0,7,194,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,684,556,972,458
CHE,Switzerland,10/26/1947,12/11/1947,Bundesrat 1947,0,0,0,1,194,LSP/FB,Liberalsozialistische Partei / Freiwirtschaftliche Bewegung --  Parti d'économie franche,Liberal Socialist Party,,40,684,556,972,1960
CHE,Switzerland,10/26/1947,12/11/1947,Bundesrat 1947,0,0,0,8,194,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,684,556,972,1264
CHE,Switzerland,10/26/1947,12/11/1947,Bundesrat 1947,0,0,0,7,194,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,684,556,972,1167
CHE,Switzerland,10/26/1947,12/11/1947,Bundesrat 1947,0,1,0,48,194,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,684,556,972,35
CHE,Switzerland,10/26/1947,12/11/1947,Bundesrat 1947,0,1,0,21,194,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,684,556,972,750
CHE,Switzerland,10/28/1951,12/13/1951,Bundesrat 1951,0,1,0,48,196,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,21,814,556,531
CHE,Switzerland,10/28/1951,12/13/1951,Bundesrat 1951,0,0,0,4,196,DP,Demokratische Partei,Democratic Party,,40,21,814,556,886
CHE,Switzerland,10/28/1951,12/13/1951,Bundesrat 1951,0,0,0,1,196,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,21,814,556,602
CHE,Switzerland,10/28/1951,12/13/1951,Bundesrat 1951,0,1,0,51,196,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,21,814,556,26
CHE,Switzerland,10/28/1951,12/13/1951,Bundesrat 1951,0,0,0,5,196,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,21,814,556,458
CHE,Switzerland,10/28/1951,12/13/1951,Bundesrat 1951,0,0,0,10,196,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,21,814,556,1264
CHE,Switzerland,10/28/1951,12/13/1951,Bundesrat 1951,0,0,0,5,196,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,21,814,556,1167
CHE,Switzerland,10/28/1951,12/13/1951,Bundesrat 1951,0,1,0,49,196,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,21,814,556,35
CHE,Switzerland,10/28/1951,12/13/1951,Bundesrat 1951,0,1,0,23,196,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,21,814,556,750
CHE,Switzerland,10/30/1955,12/15/1955,Bundesrat 1955,0,1,0,47,196,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,30,635,814,531
CHE,Switzerland,10/30/1955,12/15/1955,Bundesrat 1955,0,0,0,4,196,DP,Demokratische Partei,Democratic Party,,40,30,635,814,886
CHE,Switzerland,10/30/1955,12/15/1955,Bundesrat 1955,0,0,0,1,196,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,30,635,814,602
CHE,Switzerland,10/30/1955,12/15/1955,Bundesrat 1955,0,1,0,50,196,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,30,635,814,26
CHE,Switzerland,10/30/1955,12/15/1955,Bundesrat 1955,0,0,0,5,196,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,30,635,814,458
CHE,Switzerland,10/30/1955,12/15/1955,Bundesrat 1955,0,0,0,10,196,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,30,635,814,1264
CHE,Switzerland,10/30/1955,12/15/1955,Bundesrat 1955,0,0,0,4,196,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,30,635,814,1167
CHE,Switzerland,10/30/1955,12/15/1955,Bundesrat 1955,0,0,0,53,196,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,30,635,814,35
CHE,Switzerland,10/30/1955,12/15/1955,Bundesrat 1955,0,1,0,22,196,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,30,635,814,750
CHE,Switzerland,10/25/1959,12/17/1959,Bundesrat 1959,0,1,0,47,196,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,674,623,635,531
CHE,Switzerland,10/25/1959,12/17/1959,Bundesrat 1959,0,0,0,4,196,DP,Demokratische Partei,Democratic Party,,40,674,623,635,886
CHE,Switzerland,10/25/1959,12/17/1959,Bundesrat 1959,0,0,0,2,196,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,674,623,635,602
CHE,Switzerland,10/25/1959,12/17/1959,Bundesrat 1959,0,1,0,51,196,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,674,623,635,26
CHE,Switzerland,10/25/1959,12/17/1959,Bundesrat 1959,0,0,0,5,196,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,674,623,635,458
CHE,Switzerland,10/25/1959,12/17/1959,Bundesrat 1959,0,0,0,10,196,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,674,623,635,1264
CHE,Switzerland,10/25/1959,12/17/1959,Bundesrat 1959,0,0,0,3,196,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,674,623,635,1167
CHE,Switzerland,10/25/1959,12/17/1959,Bundesrat 1959,0,1,0,51,196,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,674,623,635,35
CHE,Switzerland,10/25/1959,12/17/1959,Bundesrat 1959,0,1,0,23,196,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,674,623,635,750
CHE,Switzerland,10/27/1963,12/12/1963,Bundesrat 1963,0,1,0,48,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,108,513,623,531
CHE,Switzerland,10/27/1963,12/12/1963,Bundesrat 1963,0,0,0,4,200,DP,Demokratische Partei,Democratic Party,,40,108,513,623,886
CHE,Switzerland,10/27/1963,12/12/1963,Bundesrat 1963,0,0,0,2,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,108,513,623,602
CHE,Switzerland,10/27/1963,12/12/1963,Bundesrat 1963,0,1,0,51,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,108,513,623,26
CHE,Switzerland,10/27/1963,12/12/1963,Bundesrat 1963,0,0,0,6,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,108,513,623,458
CHE,Switzerland,10/27/1963,12/12/1963,Bundesrat 1963,0,0,0,10,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,108,513,623,1264
CHE,Switzerland,10/27/1963,12/12/1963,Bundesrat 1963,0,0,0,4,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,108,513,623,1167
CHE,Switzerland,10/27/1963,12/12/1963,Bundesrat 1963,0,1,0,53,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,108,513,623,35
CHE,Switzerland,10/27/1963,12/12/1963,Bundesrat 1963,0,1,0,22,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,108,513,623,750
CHE,Switzerland,10/29/1967,12/14/1967,Bundesrat 1967,0,1,0,45,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,373,777,513,531
CHE,Switzerland,10/29/1967,12/14/1967,Bundesrat 1967,0,0,0,3,200,DP,Demokratische Partei,Democratic Party,,40,373,777,513,886
CHE,Switzerland,10/29/1967,12/14/1967,Bundesrat 1967,0,0,0,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,373,777,513,602
CHE,Switzerland,10/29/1967,12/14/1967,Bundesrat 1967,0,1,0,49,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,373,777,513,26
CHE,Switzerland,10/29/1967,12/14/1967,Bundesrat 1967,0,0,0,6,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,373,777,513,458
CHE,Switzerland,10/29/1967,12/14/1967,Bundesrat 1967,0,0,0,1,200,LSP,Liste socialiste populaire,Socialist Peoples List,,40,373,777,513,1963
CHE,Switzerland,10/29/1967,12/14/1967,Bundesrat 1967,0,0,0,16,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,373,777,513,1264
CHE,Switzerland,10/29/1967,12/14/1967,Bundesrat 1967,0,0,0,1,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,9.424724579,40,373,777,513,628
CHE,Switzerland,10/29/1967,12/14/1967,Bundesrat 1967,0,0,0,5,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,373,777,513,1167
CHE,Switzerland,10/29/1967,12/14/1967,Bundesrat 1967,0,1,0,50,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,373,777,513,35
CHE,Switzerland,10/29/1967,12/14/1967,Bundesrat 1967,0,1,0,21,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,373,777,513,750
CHE,Switzerland,10/31/1971,12/8/1971,Bundesrat 1971,0,1,0,44,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,176,79,777,531
CHE,Switzerland,10/31/1971,12/8/1971,Bundesrat 1971,0,0,0,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,176,79,777,602
CHE,Switzerland,10/31/1971,12/8/1971,Bundesrat 1971,0,1,0,49,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,176,79,777,26
CHE,Switzerland,10/31/1971,12/8/1971,Bundesrat 1971,0,0,0,6,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,176,79,777,458
CHE,Switzerland,10/31/1971,12/8/1971,Bundesrat 1971,0,0,0,13,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,176,79,777,1264
CHE,Switzerland,10/31/1971,12/8/1971,Bundesrat 1971,0,0,0,4,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,9.424724579,40,176,79,777,628
CHE,Switzerland,10/31/1971,12/8/1971,Bundesrat 1971,0,0,0,5,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,176,79,777,1167
CHE,Switzerland,10/31/1971,12/8/1971,Bundesrat 1971,0,0,0,7,200,RB,Republikanische Bewegung,Republican Movement,,40,176,79,777,564
CHE,Switzerland,10/31/1971,12/8/1971,Bundesrat 1971,0,1,0,46,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,176,79,777,35
CHE,Switzerland,10/31/1971,12/8/1971,Bundesrat 1971,0,1,0,23,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,176,79,777,750
CHE,Switzerland,10/26/1975,12/10/1975,Bundesrat 1975,0,1,0,46,200,CVP-PDC,Christlichdemokratische Volkspartei – Parti démocrate-chrétien,Conservative Peoples Party,4.728801253,40,371,20,79,531
CHE,Switzerland,10/26/1975,12/10/1975,Bundesrat 1975,0,0,0,3,200,EVP-PEP,Evangelische Volkspartei der Schweiz – Parti Populaire Evangelique Suisse,Protestant Peoples Party,4.924811815,40,371,20,79,602
CHE,Switzerland,10/26/1975,12/10/1975,Bundesrat 1975,0,1,0,47,200,FDP-PRD,Freisinnig-Demokratische Partei der Schweiz – Parti Radical-Democratique Suisse,Radical Democratic Party,6.324926984,40,371,20,79,26
CHE,Switzerland,10/26/1975,12/10/1975,Bundesrat 1975,0,0,0,6,200,LPS,Liberale Partei der Schweiz – Parti liberal suisse,Liberal Party of Switzerland,7.296119177,40,371,20,79,458
CHE,Switzerland,10/26/1975,12/10/1975,Bundesrat 1975,0,0,0,11,200,LdU-ADI,Landesring der Unabhängigen – Alliance des Indépendants,Independents Alliance,,40,371,20,79,1264
CHE,Switzerland,10/26/1975,12/10/1975,Bundesrat 1975,0,0,0,2,200,NA-AN,Nationale Aktion gegen die Überfremdung von Volk und Heimat – Action Nationale contre l'Emprise et la Surpopulation Etrangere,National Action against Foreign Domination,9.424724579,40,371,20,79,628
CHE,Switzerland,10/26/1975,12/10/1975,Bundesrat 1975,0,0,0,1,200,PSA,Partito socialista autonomo,Autonomous Socialist Party,,40,371,20,79,224
CHE,Switzerland,10/26/1975,12/10/1975,Bundesrat 1975,0,0,0,4,200,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,0.526315789,40,371,20,79,1167
CHE,Switzerland,10/26/1975,12/10/1975,Bundesrat 1975,0,0,0,4,200,RB,Republikanische Bewegung,Republican Movement,,40,371,20,79,564
CHE,Switzerland,10/26/1975,12/10/1975,Bundesrat 1975,0,1,0,55,200,SP-PS,Sozialdemokratische Partei der Schweiz – Parti Socialiste Suisse,Social Democratic Party of Switzerland,1.831871387,40,371,20,79,35
CHE,Switzerland,10/26/1975,12/10/1975,Bundesrat 1975,0,1,0,21,200,SVP-UDC,Schweizerische Volkspartei – Union Démocratique du Centre,Swiss People's Party,7.35745614,40,371,20,79,750
