"country_name_short"	"Country"	"Parlgov.Party.Abbrev"	"Parlgov.Party.Name.English"	"Parlgov.Party.Name"	"party_name_ascii"	"family_name_short"	"family_name"	"left_right"	"state_market"	"liberty_authority"	"eu_anti_pro"	"cmp"	"euprofiler"	"ees"	"castles_mair"	"huber_inglehart"	"ray"	"benoit_laver"	"Recommended.CHES.party.id"	"country_id"	"ParlGov.party.id"	"family_id"	"CSIS.CHES.party.id"
"CZE"	"Czech Republic"	"LB"	"Left Bloc"	"Levý Blok"	"Levy Blok"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	68	2224	14	NA
"CZE"	"Czech Republic"	"LIDEM"	"LIDEM -- Liberal Democrats"	"LIDEM – liberální demokraté"	"LIDEM -- liberalni demokrate"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	68	2042	6	NA
"CZE"	"Czech Republic"	"LSU"	"Liberal Social Union"	"Liberálne sociální unie"	"Liberalne socialni unie"	"lib"	"Liberal"	2.9667	6.7	3.5	8.8	82420	NA	NA	NA	1003	NA	NA	NA	68	1218	6	NA
"CZE"	"Czech Republic"	"NEI"	"Independent Initiative"	"Nezávislá iniciativa"	"Nezavisla iniciativa"	"code"	"to be coded"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	2221	28	NA
"CZE"	"Czech Republic"	"Ne"	"Independent"	"Nezávislí"	"Nezavisli"	"right"	"Right-wing"	5.5	4.5	4.75	5	NA	NA	NA	NA	NA	NA	NA	2108	68	653	40	2108
"CZE"	"Czech Republic"	"ODA"	"Civic Democratic Alliance"	"Obcanská demokratická aliance"	"Obcanska demokraticka aliance"	"lib"	"Liberal"	7.1111	6.7	3.5	8.8	82412	NA	NA	NA	1006	NA	NA	NA	68	1123	6	NA
"CZE"	"Czech Republic"	"ODS"	"Civic Democratic Party"	"Obcanská demokratická strana"	"Obcanska demokraticka strana"	"con"	"Conservative"	7.3637	7.8985	4.0087	4.456	82413	59	1203413	NA	1005	NA	1458	2102	68	829	26	2102
"CZE"	"Czech Republic"	"OF"	"Civic Forum"	"Obcanské fórum"	"Obcanske forum"	"lib"	"Liberal"	6	6.7	3.5	8.8	82410	NA	NA	NA	NA	NA	NA	NA	68	743	6	NA
"CZE"	"Czech Republic"	"OH"	"Civil Movement"	"Obcanské hnuti"	"Obcanske hnuti"	"lib"	"Liberal"	4.1667	6.7	3.5	8.8	NA	NA	NA	NA	1004	NA	NA	NA	68	574	6	NA
"CZE"	"Czech Republic"	"PB"	"Right Bloc"	"Pravý Blok"	"Pravy Blok"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	68	2033	40	NA
"CZE"	"Czech Republic"	"Pi"	"Czech Pirate Party"	"Ceska piratska strana"	"Ceska piratska strana"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	2261	16	NA
"CZE"	"Czech Republic"	"S-JB"	"Sovereignty -- Jana Bobosikova Bloc"	"Suverenita – blok Jany Bobošíkové"	"Suverenita -- blok Jany Bobosikove"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	68	1613	40	NA
"CZE"	"Czech Republic"	"SB"	"Free Bloc"	"Svobodný blok"	"Svobodny blok"	"code"	"to be coded"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	2102	28	NA
"CZE"	"Czech Republic"	"SCPZR"	"Czechoslovak Businessmen's, Traders' and Farmers' Party"	"Strana ceskoslovenských podnikatelu, živnostníku a rolníku"	"Strana ceskoslovenskych podnikatelu, zivnostniku a rolniku"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	68	2219	6	NA
"CZE"	"Czech Republic"	"SNK-ED"	"SNK European Democrats"	"SNK Evropští demokraté"	"SNK Evropsti demokrate"	"lib"	"Liberal"	6.0929	6.5934	3.4947	8.3662	NA	60	NA	NA	NA	NA	1510	2106	68	1532	6	2106
"CZE"	"Czech Republic"	"SPOZ"	"Party of Civic Rights -- Zemanovci"	"Strana práv obcanu – Zemanovci"	"Strana prav obcanu -- Zemanovci"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	68	406	11	NA
"CZE"	"Czech Republic"	"SPP"	"Party of the Friends of Beer"	"Strana prátel piva"	"Strana pratel piva"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	2222	16	NA
"CZE"	"Czech Republic"	"SPR-RSC"	"Rally for the Republic -- Republican Party of Czechoslovakia"	"Sdruzení pro republiku – Republikánská strana Ceskoslovenska"	"Sdruzeni pro republiku -- Republikanska strana Ceskoslovenska"	"right"	"Right-wing"	9.7778	5.9	8.6	2.4	82710	NA	NA	NA	1009	NA	NA	NA	68	872	40	NA
"CZE"	"Czech Republic"	"SSO"	"Party of Free Citizens"	"Strana svobodných obcanu"	"Strana svobodnych obcanu"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	63	NA	NA	NA	NA	NA	NA	68	363	26	NA
"CZE"	"Czech Republic"	"STAN"	"Mayors and Independents"	"Starostové a nezávislí"	"Starostove a nezavisli"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	2024	16	NA
"CZE"	"Czech Republic"	"SZ"	"Green Party"	"Strana zelených"	"Strana zelenych"	"eco"	"Green/Ecologist"	4.123	3.8917	1.8596	7.8505	NA	61	1203110	NA	NA	NA	1536	2107	68	196	19	2107
"CZE"	"Czech Republic"	"SZV"	" Alliance of Farmers and the Countryside"	"Spojenectví zemedelcu a venkova"	"Spojenectvi zemedelcu a venkova"	"agr"	"Agrarian"	5.1	4.9	6.7	5.5	NA	NA	NA	NA	NA	NA	NA	NA	68	2101	2	NA
"CZE"	"Czech Republic"	"TOP09"	"Tradition Responsibility Prosperity 09"	"Tradice Odpovednost Prosperita 09"	"Tradice Odpovednost Prosperita 09"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	2109	68	2	26	2109
"CZE"	"Czech Republic"	"UPD"	"Dawn of Direct Democracy"	"Úsvit prímé demokracie"	"Usvit prime demokracie"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	68	2262	26	NA
"CZE"	"Czech Republic"	"US"	"Freedom Union"	"Unie svobody "	"Unie svobody"	"lib"	"Liberal"	7.2204	7.5343	2.3792	9.4344	82421	62	NA	NA	NA	NA	1586	2105	68	688	6	2105
"CZE"	"Czech Republic"	"VV"	"Public Affairs"	"Veci verejné"	"Veci verejne"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	2110	68	336	6	2110
"CZE"	"Czech Republic"	"none"	"no party affiliation"	"no party affiliation"	"no party affiliation"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	1567	12	NA
"CZE"	"Czech Republic"	"todo"	"to be coded"	"to be coded"	"to be coded"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68	1345	12	NA
"DEU"	"Germany"	" WASG"	"Labour and Social Justice -- The Electoral Alternative"	"Arbeit & soziale Gerechtigkeit – Die Wahlalternative"	"Arbeit & soziale Gerechtigkeit -- Die Wahlalternative"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	54	796	14	NA
"DEU"	"Germany"	"AfD"	"Alternative for Germany"	"Alternative für Deutschland"	"Alternative fuer Deutschland"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	54	2253	26	NA
"DEU"	"Germany"	"B90/Gru"	"Alliance 90 / Greens"	"Bündnis 90 / Die Grünen"	"Buendnis 90 / Die Gruenen"	"eco"	"Green/Ecologist"	2.9308	4.3268	1.3251	7.6101	41113	115	1276113	802	1502	305	6015	304	54	772	19	304
"DEU"	"Germany"	"BFB"	"Confederation of free citizens -- Offensive for Germany"	"Bund freier Bürger – Offensive für Deutschland"	"Bund freier Buerger -- Offensive fuer Deutschland"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	NA	NA	NA	NA	NA	NA	NA	NA	54	1720	40	NA
"DEU"	"Germany"	"BP"	"Bavarian Party"	"Bayernpartei"	"Bayernpartei"	"con"	"Conservative"	7.4	6.4	6.9	7.8	41911	NA	NA	NA	NA	NA	NA	NA	54	1131	26	NA
"DEU"	"Germany"	"CDU"	"Christian Democratic Union"	"Christlich Demokratische Union"	"Christlich Demokratische Union"	"chr"	"Christian democracy"	6.2503	6.3498	6.9333	8.5024	41521	116	1276521	805	1505	301	5943	301	54	808	3	301
"DEU"	"Germany"	"CDU+CSU"	"Christian Democratic Union / Christian Social Union"	"Christlich Demokratische Union / Christlich Soziale Union"	"Christlich Demokratische Union / Christlich Soziale Union"	"chr"	"Christian democracy"	6.2503	6.3498	6.9333	8.5024	41521	116	1276521	805	1505	301	5943	301	54	1727	3	NA
"DEU"	"Germany"	"CSU"	"Christian Social Union"	"Christlich Soziale Union"	"Christlich Soziale Union"	"chr"	"Christian democracy"	7.2871	6.5615	7.8675	6.668	41521	117	1276521	806	1506	309	5943	308	54	1180	3	308
"DEU"	"Germany"	"DFU"	"German Peace Union"	"Deutsche Friedensunion"	"Deutsche Friedensunion"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	54	633	14	NA
"DEU"	"Germany"	"DP"	"German Party"	"Deutsche Partei"	"Deutsche Partei"	"con"	"Conservative"	7.4	6.4	6.9	7.8	41620	NA	NA	NA	NA	NA	NA	NA	54	912	26	NA
"DEU"	"Germany"	"DRP"	"German Reich Party"	"Deutsche Reichspartei"	"Deutsche Reichspartei"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	41712	NA	NA	NA	NA	NA	NA	NA	54	187	40	NA
"DEU"	"Germany"	"DVU"	"German People's Union"	"Deutsche Volksunion"	"Deutsche Volksunion"	"right"	"Right-wing"	9.7256	5.8616	9.6118	0.9435	NA	148	NA	NA	NA	NA	5979	309	54	1506	40	309
"DEU"	"Germany"	"DZ"	"Centre Party"	"Deutsche Zentrumspartei"	"Deutsche Zentrumspartei"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	41522	NA	NA	NA	NA	NA	NA	NA	54	137	3	NA
"DEU"	"Germany"	"FDP"	"Free Democratic Party"	"Freie Demokratische Partei"	"Freie Demokratische Partei"	"lib"	"Liberal"	5.9233	8.2173	3.0695	8.4855	41420	119	1276420	804	1504	303	5997	303	54	543	6	303
"DEU"	"Germany"	"FVP"	"Free People's Party"	"Freie Volkspartei"	"Freie Volkspartei"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	54	358	6	NA
"DEU"	"Germany"	"FW"	"Free Voters"	"Freie Wähler"	"Freie Waehler"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	121	NA	NA	NA	NA	NA	NA	54	41	26	NA
"DEU"	"Germany"	"Fam"	"Family Party of Germany"	"Familien-Partei Deutschlands"	"Familien-Partei Deutschlands"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	54	1235	26	NA
"DEU"	"Germany"	"Fr"	"Peace alliance"	"Friedensliste"	"Friedensliste"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	54	1718	14	NA
"DEU"	"Germany"	"GB/BHE"	"All-German Bloc / League of Expellees and Deprived of Rights"	"Gesamtdeutscher Block / Bund der Heimatvertriebenen und Entrechteten"	"Gesamtdeutscher Block / Bund der Heimatvertriebenen und Entrechteten"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	41951	NA	NA	NA	NA	NA	NA	NA	54	1507	40	NA
"DEU"	"Germany"	"GDP"	"All-German Party"	"Gesamtdeutsche Partei"	"Gesamtdeutsche Partei"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	54	1701	26	NA
"DEU"	"Germany"	"GVP"	"All-German People's Party"	"Gesamtdeutsche Volkspartei"	"Gesamtdeutsche Volkspartei"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	NA	NA	NA	NA	NA	NA	NA	NA	54	238	3	NA
"DEU"	"Germany"	"Gr/B90"	"Greens / Alliance 90"	"Die Grünen / Bündnis 90"	"Die Gruenen / Buendnis 90"	"eco"	"Green/Ecologist"	2.9308	4.3268	1.3251	7.6101	41112	NA	NA	802	1502	305	6015	304	54	255	19	NA
"DEU"	"Germany"	"Grau"	"The Grays -- Gray Panthers"	"Die Grauen – Graue Panther"	"Die Grauen -- Graue Panther"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	292	16	NA
"DEU"	"Germany"	"KPD"	"Communist Party of Germany"	"Kommunistische Partei Deutschlands"	"Kommunistische Partei Deutschlands"	"com"	"Communist/Socialist"	0.957	0.3618	2.6754	1.9649	41220	NA	NA	801	NA	308	5961	NA	54	649	14	NA
"DEU"	"Germany"	"Li/PDS"	"The Left / PDS"	"Die Linke / PDS"	"Die Linke / PDS"	"com"	"Communist/Socialist"	1.2152	1.0617	3.205	4.3508	41221	NA	NA	NA	1501	307	6051	306	54	791	14	306
"DEU"	"Germany"	"NPD"	"National Democratic Party"	"Nationaldemokratische Partei Deutschlands"	"Nationaldemokratische Partei Deutschlands"	"right"	"Right-wing"	9.8246	4.2105	9.4219	0.7989	NA	NA	NA	NA	NA	NA	6033	NA	54	1537	40	NA
"DEU"	"Germany"	"Pi"	"German Pirate Party"	"Piratenpartei Deutschland"	"Piratenpartei Deutschland"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	865	16	NA
"DEU"	"Germany"	"Rep"	"The Republicans"	"Die Republikaner"	"Die Republikaner"	"right"	"Right-wing"	9.2752	6.1901	9.3871	0.941	NA	133	NA	NA	1507	306	6069	305	54	524	40	305
"DEU"	"Germany"	"SPD"	"Social Democratic Party of Germany"	"Sozialdemokratische Partei Deutschlands"	"Sozialdemokratische Partei Deutschlands"	"soc"	"Social democracy"	3.6451	3.8443	3.9791	7.9318	41320	120	1276320	803	1503	302	6087	302	54	558	11	302
"DEU"	"Germany"	"Tier"	"Animal Protection Party"	"Tierschutzpartei"	"Tierschutzpartei"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	301	16	NA
"DEU"	"Germany"	"WAV"	"Economic Reconstruction League"	"Wirtschaftliche Aufbauvereinigung"	"Wirtschaftliche Aufbauvereinigung"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	41711	NA	NA	NA	NA	NA	NA	NA	54	1420	40	NA
"DEU"	"Germany"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	2034	12	NA
"DEU"	"Germany"	"none"	"no party affiliation"	"parteilos"	"parteilos"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	610	12	NA
"DEU"	"Germany"	"one-seat"	"one seat"	"one seat"	"one seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	2289	12	NA
"DNK"	"Denmark"	"CD"	"Centre Democrats"	"Centrumdemokraterne"	"Centrumdemokraterne"	"con"	"Conservative"	5.5609	4.8029	4.9307	9.1468	13330	NA	NA	506	1105	204	5477	204	21	1324	26	204
"DNK"	"Denmark"	"DF"	"Danish Peoples Party"	"Dansk Folkeparti"	"Dansk Folkeparti"	"right"	"Right-wing"	8.2269	5.7081	7.8954	1.183	13720	69	1208720	NA	NA	NA	5495	215	21	1418	40	215
"DNK"	"Denmark"	"DKP"	"Communist Party of Denmark"	"Danmarks Kommunistiske Parti"	"Danmarks Kommunistiske Parti"	"com"	"Communist/Socialist"	1	1.4	3	0.4167	13220	NA	NA	502	NA	209	NA	NA	21	1239	14	NA
"DNK"	"Denmark"	"DS"	"Danish Union"	"Dansk Samling"	"Dansk Samling"	"right"	"Right-wing"	8.7	5.9	8.6	2.4	13953	NA	NA	NA	NA	NA	NA	NA	21	412	40	NA
"DNK"	"Denmark"	"DU"	"Independents Party"	"De Uafhængige"	"De Uafhaengige"	"lib"	"Liberal"	6	6.7	3.5	8.8	13421	NA	NA	NA	NA	NA	NA	NA	21	538	6	NA
"DNK"	"Denmark"	"En-O"	"Red-Green Alliance"	"Enhedslisten – De Rød-Grønne"	"Enhedslisten -- De Rod-Gronne"	"com"	"Communist/Socialist"	0.8912	1.2012	1.7524	0.9971	13229	NA	NA	NA	NA	214	5513	213	21	306	14	213
"DNK"	"Denmark"	"FK"	"Common Course"	"Fælles Kurs"	"Faelles Kurs"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	13221	NA	NA	NA	NA	210	NA	NA	21	367	14	NA
"DNK"	"Denmark"	"Fobe"	"People's Movement against the EU"	"Folkebevægelsen mod EU"	"Folkebevaegelsen mod EU"	"spec"	"Special issue"	1.835	1.835	3.875	0.0917	NA	73	1208954	NA	NA	NA	NA	217	21	749	16	217
"DNK"	"Denmark"	"FrP"	"Progress Party"	"Fremskridtspartiet"	"Fremskridtspartiet"	"lib"	"Liberal"	9.0259	8.8396	6.6509	1.4475	13951	NA	NA	510	1109	213	5531	212	21	978	6	212
"DNK"	"Denmark"	"GrFa"	"Greenland and Faroe Islands"	"Grønland og Færøerne"	"Gronland og Faeroerne"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	1634	12	NA
"DNK"	"Denmark"	"Gron"	"Greens"	"De Gronne"	"De Gronne"	"eco"	"Green/Ecologist"	1.1111	2.6	1.7	2.5	NA	NA	NA	NA	1101	207	NA	NA	21	797	19	NA
"DNK"	"Denmark"	"HV"	"Liberals of the Capital"	"Hovedstadens Venstre"	"Hovedstadens Venstre"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	NA	NA	NA	NA	NA	NA	NA	21	1786	6	NA
"DNK"	"Denmark"	"IA"	"Community of the People"	"Inuit Ataqatigiit"	"Inuit Ataqatigiit"	"com"	"Communist/Socialist"	1.3	1.4	3	3.3	NA	NA	NA	NA	NA	NA	NA	NA	21	1891	14	NA
"DNK"	"Denmark"	"Jf"	"Social Democratic Party (Faroe Islands)"	"Javnaðarflokkurin"	"Javnadarflokkurin"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	21	1894	11	NA
"DNK"	"Denmark"	"JuBe"	"June Movement"	"JuniBevægelsen"	"JuniBevaegelsen"	"spec"	"Special issue"	2.585	2.415	3.875	0.5405	NA	67	1208955	NA	NA	NA	NA	216	21	1450	16	216
"DNK"	"Denmark"	"KF"	"Conservatives"	"Konservative"	"Konservative"	"con"	"Conservative"	7.2186	7.2931	6.5055	7.7791	13620	66	1208620	509	1107	203	5549	203	21	590	26	203
"DNK"	"Denmark"	"KrF"	"Christian People's Party"	"Kristeligt Folkeparti"	"Kristeligt Folkeparti"	"chr"	"Christian democracy"	5.6982	5.0887	7.0474	5.8301	13520	NA	NA	507	1106	211	5567	210	21	1331	3	210
"DNK"	"Denmark"	"LC"	"Liberal Centre"	"Liberalt Centrum"	"Liberalt Centrum"	"lib"	"Liberal"	6	6.7	3.5	8.8	13422	NA	NA	NA	NA	NA	NA	NA	21	1478	6	NA
"DNK"	"Denmark"	"NLA"	"New-Liberal Alliance"	"Ny-Liberal Alliance"	"Ny-Liberal Alliance"	"lib"	"Liberal"	6	6.7	3.5	8.8	NA	72	1208421	NA	NA	NA	NA	218	21	376	6	218
"DNK"	"Denmark"	"RF"	"Justice Party"	"Retsforbund"	"Retsforbund"	"lib"	"Liberal"	6	6.7	3.5	0.2333	13952	NA	NA	NA	NA	205	NA	NA	21	1606	6	NA
"DNK"	"Denmark"	"RV"	"Danish Social Liberal Party"	"Det Radikale Venstre"	"Det Radikale Venstre"	"lib"	"Liberal"	4.8736	5.318	2.3903	7.8594	13410	68	1208410	505	1104	202	5585	202	21	211	6	202
"DNK"	"Denmark"	"SF"	"Socialist Peoples Party"	"Socialistisk Folkeparti"	"Socialistisk Folkeparti"	"eco"	"Green/Ecologist"	2.1347	2.1035	2.1476	3.5917	13230	70	1208230	503	1102	206	5621	206	21	1644	19	206
"DNK"	"Denmark"	"SP"	"Schleswig Party"	"Slesvigsk Parti"	"Slesvigsk Parti"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	812	16	NA
"DNK"	"Denmark"	"Sbf"	"Union Party (Faroe Islands)"	"Sambandsflokkurin"	"Sambandsflokkurin"	"con"	"Conservative"	7.4	6.4	6.9	7.8	NA	NA	NA	NA	NA	NA	NA	NA	21	1892	26	NA
"DNK"	"Denmark"	"Sd"	"Social Democrats"	"Socialdemokraterne"	"Socialdemokraterne"	"soc"	"Social democracy"	3.8011	3.5292	4.2722	7.4311	13320	64	1208320	504	1103	201	5603	201	21	1629	11	201
"DNK"	"Denmark"	"Si"	"Forward (Greenland)"	"Siumut"	"Siumut"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	21	74	11	NA
"DNK"	"Denmark"	"V"	"Liberal Party"	"Venstre"	"Venstre"	"lib"	"Liberal"	7.292	7.3696	4.9957	9.0268	13420	65	1208420	508	1108	212	5639	211	21	1605	6	211
"DNK"	"Denmark"	"VS"	"Left Socialists"	"Venstresocialisterne"	"Venstresocialisterne"	"com"	"Communist/Socialist"	0.8	1.4	3	0.7333	13210	NA	NA	501	NA	215	NA	NA	21	189	14	NA
"DNK"	"Denmark"	"no-seat"	"no seat"	"no seat"	"no seat"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	2058	12	NA
"DNK"	"Denmark"	"none"	"no party affiliation"	"ingen"	"ingen"	"none"	"no family"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	1128	12	NA
"ESP"	"Spain"	"A"	"Amaiur"	"Amaiur"	"Amaiur"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	1975	16	524
"ESP"	"Spain"	"AIC"	"Canary Islands Group"	"Agrupacion Independientes de Canarias"	"Agrupacion Independientes de Canarias"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	411	16	NA
"ESP"	"Spain"	"AP-P"	"People's Alliance-Party"	"Alianza-Partido Popular"	"Alianza-Partido Popular"	"con"	"Conservative"	7.5969	7.619	7.8127	7.7368	33610	274	1724610	1412	3608	502	7800	502	27	645	26	502
"ESP"	"Spain"	"ARM"	"Ruiz-Mateos List"	"Agrupación Ruiz-Mateos"	"Agrupacion Ruiz-Mateos"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	73	16	NA
"ESP"	"Spain"	"BNG"	"Galician Nationalist Block"	"Bloque Nacionalista Galego"	"Bloque Nacionalista Galego"	"spec"	"Special issue"	2.9117	2.81	2.9378	6.6096	33908	356	1724908	NA	NA	514	NA	513	27	520	16	513
"ESP"	"Spain"	"Bai"	"Yes"	"Bai"	"Bai"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	1724923	NA	NA	NA	NA	NA	27	385	16	NA
"ESP"	"Spain"	"C's"	"Citizens -- Party of the Citizenry"	"Ciudadanos – Partido de la Ciudadanía"	"Ciudadanos -- Partido de la Ciudadania"	"soc"	"Social democracy"	3.3	3.5	3.6	8.1	NA	NA	NA	NA	NA	NA	NA	NA	27	2375	11	NA
"ESP"	"Spain"	"C-NE"	"European-Nationalist Coalition"	"Coalicion Nacionalista-Europea"	"Coalicion Nacionalista-Europea"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	2172	16	NA
"ESP"	"Spain"	"CA"	"Aragonese Council"	"Chunta Aragonesista"	"Chunta Aragonesista"	"spec"	"Special issue"	2.75	2.38	1.88	6.6667	NA	NA	NA	NA	NA	NA	NA	520	27	1367	16	520
"ESP"	"Spain"	"CC"	"Canary Coalition"	"Coalición Canaria"	"Coalicion Canaria"	"spec"	"Special issue"	5.9789	5.9	5.7694	8.0278	33907	392	1724907	NA	NA	NA	NA	517	27	234	16	517
"ESP"	"Spain"	"CDS"	"Democratic and Social Centre"	"Centró Democrático y Social"	"Centro Democratico y Social"	"chr"	"Christian democracy"	6.2	5.7	7.2	9.7167	33512	NA	NA	NA	NA	503	NA	NA	27	637	3	NA
"ESP"	"Spain"	"CEP"	"For the Europe of the Peoples"	"Coalición por la Europa de los Pueblos"	"Coalicion por la Europa de los Pueblos"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	521	27	771	16	521
"ESP"	"Spain"	"CV"	"Confederation of the Greens"	"Confederación de los Verdes"	"Confederacion de los Verdes"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	NA	27	2325	19	NA
"ESP"	"Spain"	"CiU"	"Convergence and Union"	"Convergència i Unió"	"Convergencia i Unio"	"con"	"Conservative"	6.2564	6.3998	6.1104	8.7309	33611	357	1724007	1408	3607	505	7740	505	27	894	26	505
"ESP"	"Spain"	"EA"	"Basque Solidarity"	"Eusko Alkartasuna"	"Eusko Alkartasuna"	"spec"	"Special issue"	4.3115	4.7873	4.555	7.4841	33903	NA	1724903	NA	3604	507	NA	507	27	845	16	507
"ESP"	"Spain"	"EDC"	"Electoral Coalition of Christian Democratic Team"	"Coalición Electoral Equipo de la Democracia Cristiana"	"Coalicion Electoral Equipo de la Democracia Cristiana"	"chr"	"Christian democracy"	6.2	5.7	7.2	8.3	NA	NA	NA	NA	NA	NA	NA	NA	27	2084	3	NA
"ESP"	"Spain"	"EE"	"Basque Left"	"Euzkadiko Ezkerra"	"Euzkadiko Ezkerra"	"com"	"Communist/Socialist"	2.4	1.4	3	7.2167	33901	NA	NA	1403	NA	509	NA	NA	27	1026	14	NA
"ESP"	"Spain"	"EP-V"	"Europe of the People -- The Greens"	"Europa de los Pueblos – Verdes"	"Europa de los Pueblos -- Verdes"	"eco"	"Green/Ecologist"	2.6	2.6	1.7	6.6	NA	NA	NA	NA	NA	NA	NA	522	27	1657	19	522
"ESP"	"Spain"	"ERC"	"Republican Left of Catalonia"	"Esquerra Republicana de Catalunya"	"Esquerra Republicana de Catalunya"	"spec"	"Special issue"	3.1072	2.9073	2.7325	7.0389	33905	270	1724905	1406	NA	511	NA	511	27	757	16	511
"ESP"	"Spain"	"EU"	"United Extremadura"	"Extremadura Unida"	"Extremadura Unida"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	1976	16	NA
"ESP"	"Spain"	"EdP"	"Europe of the People"	"Europa de los Pueblos"	"Europa de los Pueblos"	"spec"	"Special issue"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	1672	16	NA
"ESP"	"Spain"	"HB"	"United People"	"Herri Batasuna"	"Herri Batasuna"	"spec"	"Special issue"	0.5909	1.8	4.3889	3.25	NA	NA	NA	1401	3601	508	NA	508	27	1317	16	508
