country	eastwest	eumember	year	expert	party_id	cmp_id	party	vote	seat	electionyear	epvote	family	govt	position	pro_anti	eu_salience	eu_dissent	eu_benefit	eu_ep	eu_fiscal	eu_intmark	eu_employ	eu_agri	eu_cohesion	eu_environ	eu_asylum	eu_foreign	eu_turkey	lrgen	lrecon	galtan	spendvtax	spendvtax_salience	deregulation	dereg_salience	redistribution	redist_salience	civlib_laworder	civlib_salience	sociallifestyle	social_salience	religious_principle	relig_salience	immigrate_policy	immigra_salience	multiculturalism	multicult_salience	urban_rural	urban_salience	environment	enviro_salience	cosmo	cosmo_salience	regions	region_salience	international_security	international_salience	us	us_salience	ethnic_minorities	ethnic_salience
"esp"	"west"	"EU member state"	2010	11	513	33908	"BNG"	.8	.6	2008		"regionalist"	"not in government"	4.818182		2.1	2.125	2	4.9000001		4.3333335			6.7272725			5.1428571	4.75	2.3636363	2.090909	1.7272727	1.77778	6.75	1.6	5	2	6.5	3.27273	5.7	1.1	6.22222	1.33333	3.875	3.4	6.4	4.125	5.66667	4.2	3.2	2.57143	6.66667			.4	9.8	5.66667	2.75			1.71429	7.375
"esp"	"west"	"EU member state"	2010	11	517	33907	"CC"	.6	.6	2008		"regionalist"	"not in government"	5.5999999		2.222222	1.333333	1.66667	4.75		5.4545455			6.7272725			5.75	4.1999998	6.181818	6	6	6	5.66667	5.33333	5.22222	5.2	4.9	5.18182	5.09091	5.375	4.4	5	3.77778	5.57143	8	6.28571	6.42857	5.2	3.2	6.33333	4.28571			1.2	9.1	4.5	2.44444			3.42857	7
"esp"	"west"	"EU member state"	2010	11	520		"CHA"	.15	0	2008		"regionalist"	"not in government"	5		2	1.5	1.83333	4.7142859		4.7142859			"strongly favors the EU's cohesion policy"			5.5	4.75	2.9000001	2.5555556	2	1.85714	6.14286	2.28571	5.5	2	6.28571	3.55556	6	1	7.14286	1.57143	3.85714	4	6.2	3.33333	5.8	5.2	3.4	1.83333	6.57143			1.1	9	5.33333	3.125			2.14286	6.71429
"esp"	"west"	"EU member state"	2010	11	521		"CpE"			2008	5.1	"regionalist"	"not in government"	5		2.8	1.333333	2.54545	5.5999999		6.1999998			6.2857141			6.25	"neutral"	5.4000001	5.4000001	5.4000001	6.33333	6	5.8	4.4	5.5	5.25	5.25	5.25	4.25	4.25	4.25	4.66667	5	6	6.5	7	4.5	1	6	4			.2	10	4.5	1			2	7.75
"esp"	"west"	"EU member state"	2010		522		"EdP-V"			2008	2.5																																																		
"esp"	"west"	"EU member state"	2010	11	523		"UPD"	1.2	.3	2008	2.9	"no family"	"not in government"	5.27273		2	.8333333	1.5	5.6666665		5.5			6.5			5.8000002	4.6666665	5.5454545	4.6363635	3.5454545	4.11111	4.77778	3.9	4.88889	4	4.22222	5.36364	6.6	3.33333	5.44444	3	4	5.88889	5.875	5.14286	5.83333	3.33333	2.33333	5.16667	3.71429			8.1	8.33333	4	3			7.11111	5.66667
"fr"	"west"	"EU member state"	1999	7	601	31220	"PCF"	9.9	6.4	1997	6.8	"rad left"	"in government"	2.7142856	"anti European integration"	2.666667	2.857143		3.5714285	4.3333335		4.1666665		5	5	4.5999999	2.6666667		1.5714285	1.3571428	6.1428571																														
"fr"	"west"	"EU member state"	1999	7	602	31320	"PS"	25.5	42.6	1997	22	"socialist"	"in government"	6.4285712	"pro European integration"	3.619047	2.5		5.2857141	5.5		6.2857141		5.8000002	5.5	5.8000002	6.1666665		3.4285715	3.5714285	3.6666667																														
"fr"	"west"	"EU member state"	1999	7	603		"PRG"	1.5	2.1	1997		"rad left"	"in government"	6.1666665	"pro European integration"	3.238095	.357143		5.5714288	5.1999998		5.8333335		5.8000002	5.5999999	5.75	5.8000002		4.4285712	5.1428571	4.7142859																														
"fr"	"west"	"EU member state"	1999	7	605	31110	"VERTS"	3.6	1.4	1997	9.7	"green"	"in government"	5.1428571	"pro European integration"	2.857143	3.214286		5.7142859	6		5.6666665		6.1999998	6.8333335	6	5.5		3.1428571	4	2																														
"fr"	"west"	"EU member state"	1999	7	609	31626	"RPR"	16.8	24.1	1997	12.8	"cons"	"not in government"	5.4285712	"pro European integration"	3.428571	5.714286		3.1428571	3		5		4.6999998	4.8333335	3.4000001	"neutral towards a common foreign and security policy"		7.2142859	6.4285712	7.2857141																														
"fr"	"west"	"EU member state"	1999	7	610	31720	"FN"	14.9	.2	1997	5.7	"rad right"	"not in government"	1.1428572	"anti European integration"	3.238095	.7142857		1.7142857	1.6		2.1666667		2.25	1.6	1.2	1.2		8.7071428	8.7142859	8.7071428																														
"fr"	"west"	"EU member state"	1999	7	612		"RPF"	2.4	.3	1997	13.1	"rad right"	"not in government"	2.5714285	"anti European integration"	3.428571	1.071429		2.1428571	2.4000001		3.1666667		3.2	2.2	1.6	2		7.7142859	7.4285712	8.0714283																														
"fr"	"west"	"EU member state"	1999	7	613	31624	"UDF"	14.7	18.9	1997	9.3	"liberal"	"not in government"	6.4285712	"pro European integration"	4	1.785714		5.2857141	5		5.2857141		5.6999998	5.25	5.8000002	6		6.4285712	6.2857141	6																														
"fr"	"west"	"EU member state"	1999	7	614		"LO-LCR"			1997	5.18	"rad left"	"not in government"	1.2857143	"anti European integration"	2.095238	.8333334		3.5	"strongly opposes tax harmonization"		2.2		3.6666667	4.1999998	5.5	2.5		.14285715	.21428572	6																														
"fr"	"west"	"EU member state"	1999	7	615		"DL"			1997		"cons"	"not in government"	6.1428571	"pro European integration"	3.619047	2.142857		4.5714288	4.5999999		5.1666665		4.9000001	5.1666665	4.1999998	5.3333335		7.2142859	7.4285712	6.4285712																														
"fr"	"west"	"EU member state"	1999	7	617		"MEI"			1997		"green"	"not in government"	"neutral"	"neutral"	2	1.666667		5.3333335	4.5		6		6	"strongly favors a common policy on environment"	6.5	3		4	"center"	3																														
"fr"	"west"	"EU member state"	1999	7	618		"D"			1997		"no family"	"not in government"	4.5	"neutral"	2.444444	2.083333		3.5	5		2.75		"strongly opposes the EU's cohesion policy"	"strongly opposes a common policy on environment"	"strongly opposes a common policy on political asylum"	2.6666667		7.6583333	9	9																														
"fr"	"west"	"EU member state"	1999	7	619		"CPNT"			1997	6.8	"no family"	"not in government"	2.3333333	"anti European integration"	2.933333	.625		"neutral towards expanding EP powers"	2.6666667		2.5		2.5	1.3333334	2.3333333	2.3333333		7.8000002	7.25	7.875																														
"fr"	"west"	"EU member state"	1999	7	620		"MN"			1997	3.28	"rad right"	"not in government"	1.3333334	"anti European integration"	3.047619	1.428571		1.8571428	1.25		2.3333333		2.25	1.6	1.2	1.2		8.2785711	8.5714283	9.7142859																														
"fr"	"west"	"EU member state"	2002	13	601	31220	"PCF"	4.9	3.6	2002	6.8	"rad left"	"not in government"	2.77	"anti European integration"	2.54	4.077778		3.36		2	4.6	5	4.75	3.75	3.38	2.58		1.62	1.5	4.5																														
"fr"	"west"	"EU member state"	2002	13	602	31320	"PS"	25.3	24.4	2002	22	"socialist"	.5	5.77	"pro European integration"	2.85	4.355556		4.91		4.5	5.6	5.5	5.75	5.3	5	5.75		3.85	4.08	3.17																														
"fr"	"west"	"EU member state"	2002	13	603		"PRG"	1.5		2002		"rad left"	.5	4.92	"pro European integration"	2.69	2.322222		4.5		3.88	4.67	5	5.5	5.33	4.29	"neutral towards a common foreign and security policy"		3.62	3.5	4																														
"fr"	"west"	"EU member state"	2002	13	605	31110	"VERTS"	4.4	.5	2002	9.7	"green"	.5	5.15	"pro European integration"	2.85	3.522222		5.58		3.3	5.3	4.27	5.5	6.6	5.11	4.8		2.75	2.75	1.5																														
"fr"	"west"	"EU member state"	2002	13	609	31626	"RPR"	33.4	63.3	2002	12.8	"cons"	.5	5	"pro European integration"	2.69	5.044445		3.64		4.18	4.2	6.67	5.44	4.56	4.22	5.58		7	5.92	7.25																														
"fr"	"west"	"EU member state"	2002	13	610	31720	"FN"	11.1	0	2002	5.7	"rad right"	"not in government"	"strongly opposed"	"anti European integration"	3.54	.9444444		1.73		1.1	1.89	4.44	3.14	1.5	"strongly opposes a common policy on political asylum"	1.67		9.92	6	9.8																														
"fr"	"west"	"EU member state"	2002	13	613	31624	"UDF"	4.8	5	2002	9.3	"liberal"	"not in government"	6.38	"pro European integration"	3.38	2.822222		5.5		5.42	4.8	5.73	5.75	5.44	5.22	6.1		5.85	5.92	5.58																														
"fr"	"west"	"EU member state"	2002	13	615		"DL"	.4		2002		"cons"	.5	5.92	"pro European integration"	2.77	3.166667		4.22		5.75	3.9	4.9	5	4.56	4.89	5.33		7.07	8.17	5.92																														
"fr"	"west"	"EU member state"	2006	9	601	31220	"PCF"	4.9	3.6	2002	5.88	"rad left"	"not in government"	2.11	"anti European integration"	3	2.44		3		1.89			3			2.29	4.38	.89	.63	3.75	.5	8	.5	8	.86	8.4	2.67	5.75	3.14	6	.71	4.71	1.86	6	5.83		2.33	2			5.5	3.75	5.5	4			1.71	7.8	3.71	5.43
"fr"	"west"	"EU member state"	2006	9	602	31320	"PS"	25.3	24.4	2002	28.9	"socialist"	"not in government"	5	"pro European integration"	3.11	8.67		6		3.63			5.33			5.33	4.44	2.89	2.13	2.75	2.33	7.8	3	6.5	2.86	8	3.83	6.75	2.71	6.5	1.57	3.57	4.29	5.57	5.83		3	2.75			3.83	4.25	5	4			3.14	6.6	3.71	5
"fr"	"west"	"EU member state"	2006	9	603		"PRG"	1.5	0	2002		"rad left"	"not in government"	5.33	"pro European integration"	2.44	2.86		5.75		4.71			4.8			5.6	4.71	4.11	3.86	4	3.2	6.4	4.2	6.5	3.67	6.4	3.25	5.25	2.83	6	1.71	4.86	2.29	4.17	5.5		4.67	2.5			3.33	3.75	4.75	4			3	5	3.83	5
"fr"	"west"	"EU member state"	2006	9	605	31110	"VERTS"	4.4	.5	2002	7.4	"green"	"not in government"	4.78	"pro European integration"	2.44	5.44		6		3.67			4.2			4.83	4.88	2.56	2.88	1.63	2.17	6.6	2.8	7.75	2.17	7	1.5	6.75	.71	8	1.14	4.41	1	5.14	3.17		2.67	2			1.67	4.5	4.5	3.67			2	6.2	1.43	6.14
"fr"	"west"	"EU member state"	2006	9	609	31626	"UMP"	33.4	63.3	2002	16.6	"cons"	"in government"	5.67	"pro European integration"	2.67	4		4.5		5.33			5.5			5.57	1.78	7.44	7	7.13	7	6.8	7.17	6.8	6.86	6	7.83	8	5.57	6.25	4.71	3.57	7.57	7.71	7.5		5.67	3			6.5	7.25	5	3.33			6.57	5	6.67	5.71
"fr"	"west"	"EU member state"	2006	9	610	31720	"FN"	11.1	0	2002	9.8	"rad right"	"not in government"	"strongly opposed"	"anti European integration"	3.22	.22		1.5		1.63			2.4			1.14	"strongly opposes"	"extreme right"	6.63	9.25	6.8	4.5	4.75	4.8	8	3.8	9.67	9.5	8.71	7	6.86	6.43	8.57	8.57	9.83		6	3.5			9.83	9.75	7.5	4			3.57	6.6	10	8.86
"fr"	"west"	"EU member state"	2006	8	612		"MPF"	1.2	.2	2002	6.7	"rad right"	"not in government"	1.38	"anti European integration"	3.38	1		1.75		1.75			2.6			1.83	1.5	8.63	7.5	8.86	8	5.75	5.33	5.75	8	4.6	8.5	8	8.5	7	7.43	7.43	7.86	9.14	9		7.67	6.5			9.17	8.5	5.75	4.33			5	4.75	9.29	9.29
"fr"	"west"	"EU member state"	2006	9	613	31624	"UDF"	4.8	5	2002	12	"liberal"	"not in government"	6.33	"pro European integration"	3.33	1.22		6.67		6.13			6			6.57	"neutral"	5.33	5.75	4.63	5.33	7	6	5.8	5.33	6	5.17	5.75	4.14	5.75	4.29	3.86	5.86	4.71	6.67		5.67	3			3.5	5.25	2.25	4			5.14	4.4	5.14	5
"fr"	"west"	"EU member state"	2010	9	601	31220	"PCF"	4.3	3.1	2007	3.88	"rad left"	"not in government"	2.7777777		3	3.333333	2.66667	3.5714285		2.1111112			4.5714288			2.625	3.5999999	1.1111112	.77777779	3.75	.777778	7.375	.666667	5.22222	.555556	9.375	3.88889	5.125	2.44444	5.75	.666667	2.625	3.33333	7	4.88889	6.125	3.42857	2.71429	5	3.125			4.14286	3.75	7.33333	3.5			3.125	7
"fr"	"west"	"EU member state"	2010	9	602	31320	"PS"	26.1	35.5	2007	16.48	"socialist"	"not in government"	6.125		2.714286	6.444445	1.11111	5.2222223		4.5555553			5.25			5.6666665	4.8888888	2.7777777	2.4444444	2.3333333	2.44444	6.75	2.88889	4.44444	2.33333	7.875	3	6.75	1.66667	6.875	1.44444	2.5	3.77778	6.75	5	6.375	4.25	3	3.44444	6.125			3.625	5	5.875	5.66667			3.25	6.66667
"fr"	"west"	"EU member state"	2010	9	603		"PRG"	3.4	0	2007	.68	"rad left"	"not in government"	6.1666665		3.111111	4.6	2.33333	5.5		4.8333335			5.5			5	4.6666665	3.625	3.875	2.8571429	2.42857	5.83333	2.71429	3.85714	2.71429	7.16667	3.5	6	2.14286	6.66667	2.125	2.28571	3.57143	5.83333	4.57143	6.16667	4.16667	3.66667	3.14286	5.83333			3.33333	4.14286	6.4	4.4			3.28571	6
"fr"	"west"	"EU member state"	2010	9	605	31110	"VERTS"	3.2	.7	2007	16.28	"green"	"not in government"	6.1111112		2.888889	4.333333	1.11111	6.25		"neutral toward expanding EU powers on the internal market"			5.4285712			5.2857141	5	2.5555556	2.6666667	1.5555556	1.88889	6	2.55556	4.375	2.11111	6.625	1.66667	6.75	.777778	7.625	1.55556	2.625	1.66667	6.375	3	6.25	3.375	4	.555556	9.375			2.375	5.85714	7	4.5			1.875	7
"fr"	"west"	"EU member state"	2010	9	609	31626	"UMP"	40.3	54.1	2007	27.88	"cons"	"in government"	6		3.222222	5.444445	1.11111	4.2222223		5.2222223			5			5.4444447	1.8888888	7.2222223	5.5555553	6.3333335	6.44444	6.125	5.75	5	6.88889	5.375	7.88889	7.625	5	4.375	4.33333	3.625	8.44444	8.88889	8.77778	7.875	6.25	4.42857	5.88889	4.75			4.375	4.75	3.375	6.5			6.5	7
"fr"	"west"	"EU member state"	2010	9	610	31720	"FN"	4.7	0	2007	6.34	"rad right"	"not in government"	1.2222222		3.714286	2.333333	3	1.875		1.7777778			2.875			1.25	"strongly opposes"	9.8888893	6.5	9.5555553	7	4	5	3.22222	7	2.375	10	9.375	9.66667	7.25	5.44444	6.25	10	9.88889	9.22222	8.25	6.57143	5	8.125	2.875			5	3.42857	5	4.83333			9.875	9.57143
"fr"	"west"	"EU member state"	2010	9	612		"MPF"	1.2		2007	4.8	"rad right"	"not in government"	1.5		2.5	2.714286	3	2		2			3.5			1.5	1.1428572	9	6.125	9	6.83333	4.28571	4.42857	4.14286	6	2.57143	9.57143	9.42857	9.28571	7.71429	7.85714	7.125	9.14286	9.71429	9.85714	8.71429	6.5	6.42857	7.57143	4.71429			3.28571	3.71429	5.4	4			9.42857	9.28571
"fr"	"west"	"EU member state"	2010	9	613	31624	"MODEM"	7.6	.7	2007	8.46	"no family"	"not in government"	6.6666665		3.444444	2.625	1	6.1111112		5.5555553			5.75			5.8571429	4.4285712	5.1111112	5.2222223	4.7777777	4.375	5.66667	5.375	4.75	4.66667	5.85714	3.77778	6	3.33333	5.5	3.88889	3.25	4.77778	5.625	5.11111	5.85714	4.75	4.14286	4.11111	5.71429			3.375	4.57143	5.16667	5			4.125	5.83333
"fr"	"west"	"EU member state"	2010	9	615		"NC"	1.6	3.8	2007		"liberal"	"not in government"	6.2857141		3	2.6	2	5.5		5.4000001			5.1999998			5.5999999	"neutral"	5.8333335	"center"	4.6666665	5.33333	6	5.57143	5.14286	6.14286	5.42857	3.71429	5.71429	3.28571	5.57143	4.28571	3.25	4.71429	6	6	6	4.8	4	5.28571	5.83333			4.14286	4.25	5	5			4.57143	5.5
"irl"	"west"	"EU member state"	1999	6	701	53620	"FF"	39.3	46.4	1997	38.6	"cons"	"in government"	5.8333335	"pro European integration"	2.666667	1.666667		3.8	2.25		4.25		"strongly favors the EU's cohesion policy"	4.5999999	4.4000001	3.8333333		6.5	5.3333335	7																														
"irl"	"west"	"EU member state"	1999	6	702	53520	"FG"	28	32.5	1997	24.6	"christdem"	"not in government"	6.5	"pro European integration"	2.666667	1.25		5	3.5		4.25		"strongly favors the EU's cohesion policy"	5.1999998	4.4000001	6		6.5	6.3333335	5.1666665																														
"irl"	"west"	"EU member state"	1999	6	703	53320	"LP"	10.4	10.2	1997	8.7	"socialist"	"not in government"	5.5	"pro European integration"	2.444444	2.916667		"neutral towards expanding EP powers"	2		5		"strongly favors the EU's cohesion policy"	5.1999998	5	2.5		4	3.6666667	3.1666667																														
"irl"	"west"	"EU member state"	1999	6	705	53110	"GREENS"	2.8	1.2	1997	6.7	"green"	"not in government"	2.3333333	"anti European integration"	2.444444	1.25		3.25	1.25		2.3333333		6.4000001	6.5999999	4.75	1.5		2.3333333	2.5	2																														
"irl"	"west"	"EU member state"	1999	6	706	53420	"PD"	4.7	2.4	1997		"liberal"	"in government"	6.6666665	"pro European integration"	2.666667	.4166666		5.5	3.5		3.25		6.5999999	5	4.1999998	6.1666665		8	8.166667	3.1666667																														
"irl"	"west"	"EU member state"	1999	6	707	53951	"SF"	2.6	.6	1997	6.3	"regionalist"	"not in government"	2.6666667	"anti European integration"	1.333333	.8333334		2.5	1.75		2		"strongly favors the EU's cohesion policy"	5.5	5.5	1.1666666		2.5	2.3333333	6																														
"irl"	"west"	"EU member state"	1999	6	708		"SP"	.7	.6	1997	.8	"rad left"	"not in government"	1.4	"anti European integration"	1.866667	0		1.25	"strongly opposes tax harmonization"		3.6666667		6.25	"neutral towards a common policy on environment"	5	1.5		1.3333334	1.5	2.25																														
"irl"	"west"	"EU member state"	2002	8	701	53620	"FF"	41.5	48.8	2002	38.6	"cons"	"in government"	5.63	"pro European integration"	3.25	4.166667		3.29		4.57	4.86	6.63	6.29	5.43	5.29	3.5		5.63	5.25	7.13																														
"irl"	"west"	"EU member state"	2002	8	702	53520	"FG"	22.5	18.7	2002	24.6	"christdem"	"not in government"	6.63	"pro European integration"	3.5	2.088889		4.71		5.14	5	6.75	6.43	5.43	5.57	5.25		5.88	5.38	6.25																														
"irl"	"west"	"EU member state"	2002	8	703	53320	"Lab"	10.8	12.7	2002	8.7	"socialist"	"not in government"	5.13	"pro European integration"	3.13	5.144444		4.43		3.86	5.86	4.63	6.57	6.43	6	2.5		3.25	3	3.75																														
"irl"	"west"	"EU member state"	2002	8	705	53110	"GP"	3.8	3.6	2002	6.7	"green"	"not in government"	2.75	"anti European integration"	3.5	3.333333		3		2.14	"neutral towards a common employment policy"	2.75	5	6.14	4.83	1.38		2.13	2.13	2.38																														
"irl"	"west"	"EU member state"	2002	8	706	53420	"PD"	4	4.8	2002		"liberal"	"in government"	5.63	"pro European integration"	3.25	1.944444		3.71		5.29	3.57	4.63	5.57	4.14	4.5	5.13		7.75	8.25	4.38																														
"irl"	"west"	"EU member state"	2002	8	707	53951	"SF"	6.5	3	2002	6.3	"regionalist"	"not in government"	2	"anti European integration"	2.75	.5555556		2.86		2	4.43	5.13	5.57	6.43	6.14	1.13		2.75	1.75	6																														
"irl"	"west"	"EU member state"	2006	10	701	53620	"FF"	41.5	48.8	2002	29.5	"cons"	"in government"	6.1	"pro European integration"	2.4	1.78		4.9		5.9			6.4			4.6	4.57	6.2	6.3	6.56	6.1	6.1	6.67	5.11	5.44	4.11	6.22	3.89	6	4.13	6	3.88	5.5	4.43	6.22		6.33	6.75			7.11	5.63	6.22	3.13			6.67	2.75	5.25	2.75
"irl"	"west"	"EU member state"	2006	10	702	53520	"FG"	22.5	18.7	2002	27.8	"christdem"	"not in government"	6.5	"pro European integration"	2.5	1.22		5.4		6.1			6.4			5.44	4.86	6.6	6.9	6.22	6.1	6.5	6.78	5.22	6	4	6.78	4.56	5.5	4.5	5.59	3.88	5.5	4.43	6		6.22	6.75			5.56	4.75	6.22	3			6.44	2.75	5.25	2.75
"irl"	"west"	"EU member state"	2006	10	703	53320	"Lab"	10.8	12.7	2002	10.6	"socialist"	"not in government"	5.6	"pro European integration"	2.3	2.56		5		4.6			6.4			4.3	5	4.1	3.8	2.89	3.3	7	3.78	5.78	3.33	6.44	3.78	5.11	2.7	4.88	2.67	4.5	4.38	4.14	4		3	5.13			4.44	3.75	5.33	2.88			2.89	3.38	3.25	3.75
"irl"	"west"	"EU member state"	2006	10	705	53110	"GP"	3.8	3.6	2002	4.3	"rad right"	"not in government"	3.1	"anti European integration"	2.8	2.89		4.6		3.8			5.9			1.89	4.29	2.8	2.7	1.89	1.6	6.6	2.75	4.38	1.75	5.75	2.67	5.44	2.2	5.88	1.89	4.38	3.14	4.14	3.44		2.89	5.13			3	3.75	3.22	4.5			1.67	4.5	2.88	4.13
"irl"	"west"	"EU member state"	2006	10	706	53420	"PD"	4	4.8	2002		"liberal"	"in government"	5.7	"pro European integration"	2.6	1.22		4.9		6.5			6.4			5.44	5	8.1	8.5	4.11	8.4	7.6	8.78	7.89	7.33	4.22	7.22	5.22	3.4	5	3.22	4.13	6.25	5.14	6.11		3.33	5			4.11	4.25	5.22	2.88			7	3.25	5.75	3.13
"irl"	"west"	"EU member state"	2006	10	707	53951	"SF"	6.5	3	2002	11.1	"protestant"	"not in government"	2.7	"anti European integration"	2.1	1.33		4.5		3.1			5.9			1.6	4.17	2	2	3.5	1.8	5.9	2.33	4.22	2.33	6.67	3.11	5.89	4	5	2.89	4	3.71	4	4.14		5	5			8.67	7.38	4.67	2.88			2.44	2.88	3.5	3.38
"irl"	"west"	"EU member state"	2010	8	701	53620	"FF"	41.56	47	2007	24.1	"cons"	"in government"	6.375		3.375	4.142857	1	4.4285712		5.4285712			6.2857141			4.6666665	"neutral"	7.25	7.125	7.25	6.5	6.125	6.375	5.16667	7	4.85714	6.875	5.28571	6.125	5.33333	6.28571	4.14286	7	5.42857	6	3	5.5	5.83333	6.85714	3.85714			5.14286	4.85714	3.83333	5			6.16667	3
"irl"	"west"	"EU member state"	2010	8	702	53520	"FG"	27.32	30.7	2007	29.1	"christdem"	"not in government"	6.5		3.5	3.142857	1	4.8571429		5.7142859			6.4285712			5	4.3333335	7.25	7.5	6.375	6.75	6.5	6.625	6.33333	6.625	4.71429	7.14286	5.83333	5.75	5	6	3.85714	7	5.71429	6	3	5.83333	5.5	7	3.71429			5.14286	4.71429	3.83333	5.16667			6.16667	3.16667
"irl"	"west"	"EU member state"	2010	8	703	53320	"LAB"	10.13	12	2007	13.9	"socialist"	"not in government"	5.875		3	3.428571	1.125	4.8571429		4.5714288			6.4285712			3.6666667	4.5	3.875	3.5	3.75	3	7.625	3.875	6	3.625	6.71429	5.28571	5.16667	4	6	4	4	4.875	5.14286	4	4.16667	3.83333	4.66667	4.71429	4.28571			5	4.16667	5.16667	5.83333			4.33333	4.5
"irl"	"west"	"EU member state"	2010	8	705	53110	"GP"	4.69	3.6	2007	1.9	"green"	"in government"	5		3.375	5	1.875	4.2857141		3.8571429			5.7142859			2.4285715	4.1999998	3.5	3.2857141	2	3.125	7.25	3.14286	4.83333	3.375	6.85714	3.85714	5.83333	2.25	7.33333	2.71429	4.85714	4.42857	5.16667	3.16667	4.33333	4.16667	5.16667	1	9.42857			2.85714	6.14286	6.83333	6.83333			3	5.33333
"irl"	"west"	"EU member state"	2010	8	707	53951	"SF"	6.94	2.4	2007	11.2	"regionalist"	"not in government"	2.625		3.125	1.714286	2.875	3		2.4285715			5.7142859			1.2857143	3.6666667	2.125	2.125	4.625	1.625	7.75	2.14286	5.2	1.875	8.28571	4.42857	4.83333	4.875	4	4.42857	3.57143	4.85714	5.83333	3.83333	4	4.5	4.83333	5.28571	4.28571			3.33333	5.4	8.14286	7.57143			4.14286	4.33333
"irl"	"west"	"EU member state"	2010	8	708		"SP"	.64	0	2007	2.7	"socialist"	"not in government"	2.4285715		3.142857	2.4	2.875	3		2.3333333			5			1.5714285	"neutral"	1.25	1.5	2	.75	8.625	1.71429	5.5	1.125	9	3.42857	5.66667	2.375	5.5	2.71429	4.28571	3.71429	5.2	3.16667	4.83333	3.66667	5	4.5	4.8			3.6	4.4	7.71429	7.42857			2.83333	5.33333
"it"	"west"	"EU member state"	1999	6	802	32220	"PDS"	21.1	27.1	1996	17.34	"socialist"	"in government"	6.6666665	"pro European integration"	3.555556	1.5		6	5.8000002		6		6.6666665	6.3333335	6.1999998	6.3333335		3	3.3333333	2.8333333																														
"it"	"west"	"EU member state"	1999	6	803	32212	"RC"	8.6	5.6	1996	4.27	"rad left"	"not in government"	3	"anti European integration"	.8888888	2		4.25	"neutral towards tax harmonization"		4.5		6.4000001	5.6666665	5.8000002	3.1666667		.60000002	.5	3.1666667																														
"it"	"west"	"EU member state"	1999	6	805	32710	"AN"	15.7	14.8	1996	10.3	"rad right"	"not in government"	3.6666667	"neutral"	1.333333	2		3.8	4.8000002		4.75		5.5	5	4.1999998	3.1666667		8.166667	4.3333335	8.666667																														
"it"	"west"	"EU member state"	1999	6	806		"PRI"	1.7	.5	1996	.54	"liberal"	"not in government"	5.8333335	"pro European integration"	2.444444	.9999999		4.8000002	4.4000001		"neutral towards a common employment policy"		5.4000001	4.5	5.1999998	6.1999998		"center"	5.8000002	5.1666665																														
"it"	"west"	"EU member state"	1999	6	807		"PSDI"			1996	2.16	"socialist"	"not in government"	6.1999998	"pro European integration"	1.866667	1.5		5.5999999	5.5999999		5.25		6	5.1999998	5.1999998	6		4.5	4	4.5999999																														
"it"	"west"	"EU member state"	1999	6	808	32110	"FdV"	2.5	2.5	1996	1.76	"green"	"in government"	5.3333335	"pro European integration"	2.444444	3		5.5	4.5999999		5		5.1999998	6.8333335	6.5999999	4.3333335		3.8333333	3.8333333	1.3333334																														
"it"	"west"	"EU member state"	1999	6	811	32720	"LN"	10.1	9.4	1996	4.49	"regionalist"	"not in government"	3.1666667	"anti European integration"	1.111111	3.5		4.4000001	3.4000001		"neutral towards a common employment policy"		2.4000001	2.5	1.8	3		7	8.833333	6.1666665																														
"it"	"west"	"EU member state"	1999	6	814	32521	"CCD"	2.9	1	1996	2.59	"christdem"	"not in government"	6	"pro European integration"	1.777778	0		5.1999998	5.4000001		5		5.8333335	5	5.1999998	5		6	"center"	7.5																														
"it"	"west"	"EU member state"	1999	6	815	32610	"FI"	20.6	19.5	1996	25.17	"cons"	"not in government"	4.8333335	"pro European integration"	1.777778	3.5		5.0999999	4.6666665		4.75		4.5	"neutral towards a common policy on environment"	4.4000001	4.1999998		6.8333335	7.3333335	6.8333335																														
"it"	"west"	"EU member state"	1999	6	817		"UD"	1.7	.5	1996		"liberal"	"not in government"	5	"pro European integration"	1.333333	1.666667		4.6666665	5		6.5		6.5	5	5.5	5.5		"center"	"center"	"center"																														
"it"	"west"	"EU member state"	1999	6	818		"CDU"	2.9	1	1996	2.15	"christdem"	"not in government"	5.6666665	"pro European integration"	1.555556	.5000001		4.8000002	5		5		5.8333335	4.75	5.1999998	5		6.3333335	"center"	7.6666665																														
"it"	"west"	"EU member state"	1999	6	819		"DEM"			1996	7.74	"liberal"	"not in government"	"strongly in favor"	"pro European integration"	3.555556	0		6.3333335	6		6.25		6	6.3333335	6.4000001	6.6666665		4.3333335	4.3333335	4																														
"it"	"west"	"EU member state"	1999	6	820		"LB"			1996	8.46	"no family"	"not in government"	6.1666665	"pro European integration"	3.2	.9999999		6	6		6.25		6.4000001	6.5999999	6.4000001	6.8000002		4.5999999	8.1999998	.60000002																														
"it"	"west"	"EU member state"	1999	6	821		"MS"	.9	0	1996	1.59	"rad right"	"not in government"	2.1666667	"anti European integration"	.6666667	0		3.75	3		2.75		3.3333333	2.3333333	2.4000001	2		9.666667	5.1666665	9.6000004																														
"it"	"west"	"EU member state"	1999	6	822	32210	"PdUP"			1996		"rad left"	"not in government"	4.5	"neutral"	1.555556	1.5		5.4000001	5.5999999		5.75		6.4000001	5.5	6.25	5.4000001		2.1666667	1	3																														
